id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
92,TOUCH HomeCare (Toa Payoh),Non-Profit ,http://www.touch.org.sg/,"At TOUCH Home Care, our goal is to help the frail elderly with mobility problems enjoy greater independence and better quality of life at home.

A professional team of doctors, nurses, occupational therapists, physiotherapists, social workers and home care assistants provide a full range of home care services that caters to the specific needs of the elderly and their caregivers.",Volunteering Opportunities,Befriending (Seniors) and assist for Meals-on-Wheels,Once a week,Depends,NA,$0 ,Touch Home Care (Toa Payoh),"Blk 173, Toa Payoh Lorong 1",#01-1264,Singapore 310173,"Monday to Friday: 9.00am to 6.00pm.  We are closed on Saturdays, Sundays & Public Holidays.",Central,homecare@touch.org.sg,6258 6797
93,TOUCH HomeCare (Jurong),Non-Profit ,http://www.touch.org.sg/,"At TOUCH Home Care, our goal is to help the frail elderly with mobility problems enjoy greater independence and better quality of life at home.

A professional team of doctors, nurses, occupational therapists, physiotherapists, social workers and home care assistants provide a full range of home care services that caters to the specific needs of the elderly and their caregivers.",Volunteering Opportunities,Befriending (Seniors) HomeCare and assist for Meals-on-Wheels,Once a week,Depends,NA,$0 ,TOUCH Home Care (Jurong),Blk 457 Jurong West St 41,#01-762,Singapore 640457,"Monday to Friday: 9.00am to 6.00pm.  We are closed on Saturdays, Sundays & Public Holidays.",South West,homecare@touch.org.sg,6631 3080
94,RSVP,Non-Profit ,http://www.rsvp.org.sg/,"The Organisation of Senior Volunteers is a non-profit organisation launched by the then Prime Minister Mr Goh Chok Tong in October 1998. It is a registered society under the Societies Act and is an approved Institution of a Public Character (IPC) and a member of the National Council of Social Service (NCSS). Our organisation is governed by a Board of Management that is in accordance with the RSVP constitution. The Board comprises committed volunteers who are professionals, ex-businessmen, retired school principals and others. Our practices are governed by the Code of Governance for Charities and IPC.",Volunteering Opportunities,Befrienders. IT Trainers.,Depends on programmes,Depends on programmes,Depends on Programmes,$0 ,RSVP,9 Bishan Place ,"#08-02/ #09-03
Junction 8 (Office Tower)",Singapore 579837,Monday - Friday 9AM - 5.30PM,Central,general@rsvp.org.sg, 6259 0802
95,Jia Ying Community Services Society,Non-Profit ,http://www.jiaying.org/aboutus.html,Promote volunteerism and life long learning among senior citizens through skills and services programmes and activities.,Volunteering Opportunities,Sharing skills to elderly. Medical escort. Befriending services.,Depends on programmes,Depends on programmes,NA,$0 ,Jia Ying Community Services Society,Blk 19 Hougang Ave 3, #01-187 ,Singapore 530019,"Mon to Fri: 8:30am to 12 noon, 1:30pm to 5:30pm
Sat: 8:30am to 12 noon (except 1st Sat of the month)",North East,enquiries@jiaying.org,"6288 7456  / 
6281 5025"
96,"Geylang East Home for the Aged, Neighbourhood Link",Non-Profit ,www.geha.org.sg,"The Senior Citizens Recreation Centre was formed in 1986 under the management of the Geylang East Home For The Aged. The objective of the Centre is to provide a convenient place where the senior citizens in the community and the home residents can mingle around and take part in more meaningful activities organized by the Centre.

As years go on, the Centre has extended its community service to provide activities for all age groups such as language classes, karaoke, choir group and folk dance courses for adults and senior citizens as well.
To reflect this change, the Senior Citizens Recreation Centre was renamed to “Neighbourhood Centre” in 1995.

With the approval from MCYS, it was converted to a Neighbourhood Link in April 2005.

On July 2011, in order to reach out and provide support services to the needy elderly from the one-room rental flats and low income families residing in the neighbourhood, MCYS approved the conversion of the Neighbourhood Link to Harmony Activity Centre (SAC), which begins its operations as Geylang East Home for the Aged's subsidiary service provider.",Recreational and Leisure,"Morning Exercise, Qi Gong, Karaoke, Arts and Crafts, Line dance, drum class, Chinese brush",Weekly,Depends on Programmes,NA,$0 ,"Geylang East Home for the Aged, Neighbourhood Link",Blk 98 Aljunied Crescent ,#01-411,Singapore 380098,"Mondays to Fridays, 8.30 am to 5.30 pm
Closed on Saturdays, Sundays & Public Holidays ",South East,juaycl@geha.org.sg,68426643
97,"Geylang East Home for the Aged, Neighbourhood Link",Non-Profit ,www.geha.org.sg,"The Senior Citizens Recreation Centre was formed in 1986 under the management of the Geylang East Home For The Aged. The objective of the Centre is to provide a convenient place where the senior citizens in the community and the home residents can mingle around and take part in more meaningful activities organized by the Centre.

As years go on, the Centre has extended its community service to provide activities for all age groups such as language classes, karaoke, choir group and folk dance courses for adults and senior citizens as well.
To reflect this change, the Senior Citizens Recreation Centre was renamed to “Neighbourhood Centre” in 1995.

With the approval from MCYS, it was converted to a Neighbourhood Link in April 2005.

On July 2011, in order to reach out and provide support services to the needy elderly from the one-room rental flats and low income families residing in the neighbourhood, MCYS approved the conversion of the Neighbourhood Link to Harmony Activity Centre (SAC), which begins its operations as Geylang East Home for the Aged's subsidiary service provider.",Learning and Enrichment,English class. Computer class.,"English Class-every mon,Computer Class-every Wed","English class: 10.30-12pm,
Computer Class: 10am-12pm",NA,$0 ,"Geylang East Home for the Aged, Neighbourhood Link",Blk 98 Aljunied Crescent ,#01-411,Singapore 380098,"Mondays to Fridays, 8.30 am to 5.30 pm
Closed on Saturdays, Sundays & Public Holidays ",South East,juaycl@geha.org.sg,68426643
98,Geylang East Home for the Aged,Non-Profit ,www.geha.org.sg,"Geylang East Home For The Aged was founded in December 1978. It is a community home situated at HDB void deck and managed fully by a team of dedicated volunteers. It has provided many needy elderly with a place of comfort over the years. As we are not a member of the Community Chest, we depend on donations from well-wishers, public and we also organized events and activities to raise funds to defray expenses. ",Volunteering Opportunities,Updation of notice boards. Maintain and repair walking aids.  General cleaning.,Ad-hoc,Anytime from 930am to 5pm,NA,$0 ,Sheltered Home for the Aged,Blk 97 Aljunied Crescent,#01-439,Singapore 380097,Day care-8.30-5.30,South East,limyin@geha.org.sg,6745 7880
99,COMNET Senior Services,Non-Profit ,www.amkfsc.org.sg,"Since its inception in 2007 by social workers from The Ang Mo Kio Family Service Centre, COMNET Elderly Services has served the needs of more than a thousand elderly in the Ang Mo Kio and Sin Ming community. 
An abbreviation for Community Network, the programme utilises a community empowerment model to support the needs of vulnerable seniors living in the community. These are elderly residents who experience financial difficulties, social isolation and mental health issues.

The COMNET programme works on the mission of supporting the vulnerable and low-income older adults in the community through a spectrum of preventive, developmental and remedial services.   ",Volunteering Opportunities,Befriending service. Home visits. Medication monitoring.,"Depends on the event, sometimes daily","depends, for ad hoc around 3-4 hours Duration depends on event itself",NA,$0 ,"COMNET @ Sin Ming SAC
",Block 26 Sin Ming Industrial Estate,#01-158 Sector A ,Singapore 570026,"Mondays to Fridays : 9:00am to 6:00pm
Saturdays, Sundays & Public Holidays : Closed",Central,volunteer@amkfsc.org.sg ,64535349
100,Centre for Seniors,Non-Profit ,http://www.centreforseniors.org.sg,"Centre For Seniors is a member of the National Council of Social Service. It received its status as an approved Institution of Public Character (IPC) and charity on 22 Aug 2007. As a non-profit Voluntary Welfare Organization (VWO), the centre depends largely on the support of well-wishers, members of the public and corporations to fund its programs and services.

Home for the Aged was formed in 1974 under the guidance of our Patron Saint Lord Bo Tien. It is a free permanent shelter for the aged homeless. 



Aspiring to be the hub for active seniors, we advocate positive attitudes towards ageing and seek to promote an active ageing culture in Singapore. The centre offers programs, services and activities that encourage seniors to remain in active employment for as long as possible; be actively engaged in community life; participate as a volunteer; and pursue lifelong learning as a lifestyle.

",Learning and Enrichment," Re-emploand (Daenofor Slo exc Employees Excellent-on-employment: Equipping and Developing Yourself , Career Coaching for Mature Employees, Excellent Mentoring Skills ", Depends on programmes , 930am - 530pm ,Target employees who are 50 years and above,<$500,Centre for Seniors,9 Bishan Place," #10-02 
Junction 8 Office Tower",Singapore 579837,"Mondays – Fridays : 9am – 6pm

(Closed on Saturdays & Public Holidays)

",Central,admin@centreforseniors.org.sg,6478 5015
101,Bo Tien Day Activity Centre,Non-Profit ,www.botien.org.sg,"Bo Tien Day Activity Centre for the Elderly was set up as an extension of our commitment to serve the elderly who are ambulant and do not require institutional care. The Centre is community-based, daytime programmes that offer supportive help to the elderly while their family members are at work. The Centre was officially opened on 17 April 1999 at Blk 125 Pending Road. ",Volunteering Opportunities,"Assist in Group exercise, games, teabreaks",Daily,Half an hour,NA,$0 ,Bo Tien Day Activity Centre,No. 6 Fourth Chin Bee Road,,Singapore 619708 ,8am to 5pm,South West,botiensg@singnet.com.sg,6262 6021
102,"Catholic Welfare Services Singapore, St Joseph Home",Non-Profit ,www.stjh.org.sg,"CWS is founded on the Spirit of the Good Shepherd - leading people to love and fulfilment and the Spirit of the Good Samaritan - helping those who have fallen along the way. The works of CWS began in 1959 with a simple food relief programme to provide food for the poor. Today, CWS has grown to be the Action Arm of the Catholic Church of Singapore, initiating, assisting, coordinating and carrying out social services to alleviate poverty and distress among the people of Singapore, regardless of race or creed. CWS was instrumental in the setting up and funding of projects such as the Good Shepherd Centre, the Marine Parade Family Service Centre, and the Catholic Aids Response Effort. CWS also provided funding to other Catholic social service agencies such as the Family Life Society, the Roman Catholic Prison Ministry and the Morning Star Community Services.

",Volunteering Opportunities,"Crafts and creativity
Life skills development and wellness
Social and recreational activities",Depends on programmes,Depends on programmes,Not mentioned,$0 ,"Catholic Welfare Services Singapore, St Joseph Home",921 Jurong Road,,Singapore 649694,Not Provided,South West,stjoseph@stjh.org.sg,6268 0482
103,"Catholic Welfare Services Singapore, Good Shepherd Centre",Non-Profit ,http://www.marymountctr.org.sg/,"The Good Shepherd Centre began at Jalan Shaer in 1986 as a halfway house for women ex-drug addicts and ex-prisoners who had served their terms and had no place to go to. It soon grew to also provide assistance to female victims of family violence and their children. In 2003, after much deliberation, Good Shepherd Centre took over the residential programme of Rose Villa to provide accommodation and care for unmarried mothers during their pregnancy and confinement.
Good Shepherd Centre believes in the worth and dignity of each person. It offers healing and hope, and shares with them the love and compassion of Jesus, our Good Shepherd.
Good Shepherd Centre is a place where teenagers, women, mothers and their children can rebuild their lives after violence, abuse and victimization and other setbacks in life. It provides a continuum of services that combines treatment, residential and educational services, and spiritual support to help them regain self-esteem and self-confidence.",Volunteering Opportunities,"Crafts and creativity
Life skills development and wellness
Social and recreational activities",Depends on programmes,Depends on programmes,NA,$0 ,"Catholic Welfare Services Singapore, Good Shepherd Centre",55 Waterloo Street ,#06-01,Singapore 187954,Not Provided,Central,generalenquiries@catholicwelfare.org.sg,6337 7954
104,"Catholic Welfare Services Singapore, St Vincent Home",Non-Profit ,http://www.catholicwelfare.org.sg/,"St. Vincent Home is a sheltered home in a residential arrangement that provides basic amenities to its ambulant elderly residents, but let the residents manage their own daily activities to maintain their independence within the community. Residents at the Home are above 60 years of age, and rely on public assistance as they have no immediate family to care for them.
Regular social interactions and recreational activities are organised for the residents by staff and volunteers to keep them active.",Volunteering Opportunities,Social interactions with seniors. Recreational activities.,Depends on programmes,Depends on programmes,NA,$0 ,"Catholic Welfare Services Singapore, St Vincent Home",Blk 261Waterloo St, #05-01,Singapore 180261,Not Provided,Central,stvincenthome@catholicwelfare.org.sg, 6337 6535 
105,"Catholic Welfare Services Singapore, St Theresa Home",Non-Profit ,www.sainttheresahome.org,"St. Theresa's Home is an institution of Catholic Witnessing of Christian Love and Care for the disadvantaged, destitute and aged sick in our community while continually improving the care through a spectrum of comprehensive nursing, a pleasant environment and well-balanced programmes to enhance the quality of life of our residents in their twilight years.

St Theresa's Home is a voluntary welfare nursing home registered with the Ministry of Health which provides subvention for the upkeep of its residents and facilities. The Home also depends very much on financial support from benefactors and members of the public.",Volunteering Opportunities,"Crafts and creativity
Life skills development and wellness
Social and recreational activities",Depends on programmes,Depends on programmes,NA,$0 ,"Catholic Welfare Services Singapore, St Theresa Home",49 Upper Thomson Road,,Singapore 574325,Monday to Friday: 8am to 5pm,Central,admin@sainttheresahome.org,6256 2532
106,"Catholic Welfare Services Singapore, Villa Francis Home for the Aged",Non-Profit ,www.villafrancis.org.sg,"Villa Francis Home for the Aged was built to house old folks, destitute and sick, who were kept in ad-hoc shelters not much better than chicken coops in the 60s & 70s. In 1970, the physical conditions and nursing care at the Dragon Lotus and Yew Tee Homes were found to be so deplorable that the Singapore Council of Social Service decided to build a permanent home to house these people. The Sisters of Franciscan Missionary of the Divine Motherhood (FMDM) were asked to run the new home.
In 2001, CWS took over the management of Villa Francis Home. In July 2006, the Canossian Sisters were appointed by the Archbishop to manage and operate the Home under the CWS Nursing Homes Management Committee.
Villa Francis Home strives to provide a positive and cheerful living environment for its residents, a community where residents have a sense of belonging and are happy to call it ""our home"". It is the vision of Villa Francis to become a Person-Centred Home which values Human Dignity. Villa Francis provides a continuum of holistic care with love, care and compassion, through a spectrum of comprehensive, well-balanced programme in nursing and spiritual care, hence enhancing the quality of life.",Volunteering Opportunities,Befriending services,Depends on programmes,Depends on programmes,NA,$0 ,"Catholic Welfare Services Singapore, Villa Francis Home for the Aged",9 Mandai Estate,,Singapore 729906,Not Provided,North West,admin@villafrancis.org.sg,6269 2877
107,"Catholic Welfare Services Singapore, Gift of Love Home",Non-Profit ,http://www.catholicwelfare.org.sg/,"Gift of Love Home is home to frail elderly, who may require some forms of assistance in their daily living. The Home was opened in 1987 in Pungol and moved to Marymount Centre in 1988 through the generosity of the Good Shepherd Sisters. It now takes care of about 40 elderly residents, many of whom were neglected or abandoned by their next-of-kin.
The mission is to quench the infinite Thirst of Jesus on the Cross by labouring for the Sanctification and Salvation of souls, especially the poorest of the poor, by working closely with these the poorest of the poor, sharing in their poverty, making a difference by our Witness of Love with wholehearted free service to them, accepting them as God's Beloved Children.
The Home, managed by the MC Sisters, relies heavily on volunteers to cook, bathe and help the residents in many other ways. Social, recreational and keep-fit activities are organized for the elderly of both Homes regularly.",Volunteering Opportunities,Organise social and recreational activities. ,Depends,Depends,NA,$0 ,"Catholic Welfare Services Singapore, Gift of Love Home",35 Boon Lay Avenue,,Singapore 649962,Not Provided,South West,Not Provided,6898 1090
108,Zion Home For The Aged,Non-Profit ,http://www.zionhomeaged.org/eng/abtus.shtml,"Zion Home For The Aged is a sheltered home for aged Zion Home For The Aged females. It was established in 1979 by Zion Presbyterian Church, in response to a call to charitable organizations to help care for the destitute. Admission criteria used to be very stringent, with cases vetted and approved by the Ministry of Social Welfare. However, the needs are different now. The destitute have decreased but the elderly and frail whose dependents are unable to care for them are on the increase. We shall continue to cater to the needs of both these groups of senior citizens.

Zion Home is licensed to accommodate a maximum of twelve residents. In addition to the lounge and dining area, there is an air-conditioned hall for recreational and counselling purposes. The services it provides are as follow: Picture
  
Button Residential Care
   For elderly females with/without dependents. Full board and lodging is provided. Due to space constraints we are unable to accept male residents.
  
Button Respite Care
    For the elderly and frail females who need temporary respite, e.g. when their children or other dependents are away or are unable to care for them. Full board and lodging is provided. Picture
  
Button Day Care
    For those whose dependents cannot care for them in the day. But the dependents have to arrange their own transport to bring the elderly to the home. Meals are provided and rest area is available. Day Care service is provided Monday to Friday only.",Volunteering Opportunities,"Medical and nursing care
Physiotherapy
Hair cuts and manic",Depends on volunteers,Depends on Programmes,NA,$0 ,Zion Home For The Aged,"Blk 419, Bedok North Street 1",#01-200,Singapore 460419,Not Provided,South East,tgseng@zionhomeaged.org, 6443 7986
109,Professional Photographers Association (Singapore),Non-Profit ,http://www.ppas.sg/,"To foster, develop, and uplift the image, skills, morale, welfare and professionalism of professional photographers in Singapore.

To compile and maintain a register of practicing professional photographers in Singapore.

To advise members on professional practice, marketing approaches, strategies, campaigns and image building.

To liaise with recognized institutions of learning for photographic education programs for photographers.

To promote and encourage co-operation among professional photographers on a national and international level.",Learning and Enrichment,,Depends,Depends,Members only,$0 ,Professional Photographers Association (Singapore),"11 Upper Wilkie Road, Emily Hill,",,Singapore 228120,Not Provided,Central,admin@ppas.sg,9150 2749
110,"Nature Photographic Society, Singapore",Non-Profit ,http://www.npss.org.sg/main/index.php,NPS(S) is a registered photographic society in Singapore with the aim of creating an interest in preserving the beauty of the natural world through photography. We welcome every nature and photography enthusiast to join us in this endeavour.,Recreational and Leisure,"Nature Photography Course 2013, (1) Monthly local photographic outings ",Once a year event,"5 half-day sessions
Each session shall consist of 1 to 1.5 hours of indoor instructions, followed by outdoor practical conducted by experienced nature photographers and teaching assistants","Some prior experience with photography is recommended for getting the most out of this workshop. However, based on the feedback we have had, participants from various age groups and levels of experience will find this workshop enjoyable.", <$250 ,Not Provided,Not Provided,,Not Provided,Not Provided,Central,npss@npss.org.sg,Not Provided
111,Nikon Club,Private,https://www.nikonclub.com.sg/,"Nikon Club was specifically designed to create an exclusive enclave for Nikon product owners like you. By providing a wide array of exciting promotions, activities and rewards which only Nikon product owners are entitled to, we hope to engage you further and expand on potential services to cater to your needs. With a range of activities within Nikon Club, being a member of this exclusive Club brings about an experience that’s more than just owning a Nikon camera!

Nikon Club was launched in 2007 and since then, it has become one of the most important portals within Nikon Singapore Pte Ltd. This is where all Nikon users and product owners in Singapore can gather and be part of the exclusivity which Nikon has to offer. With Nikon Club, members can feed on their passion for photography and benefit from the services Nikon Singapore offers.

Nikon Club is built on a rewards programme, where members earn points by contributing to the Club and the points can be exchanged for merchandise or discounts. Besides having an extensive list of rewards and promotions, Nikon Club also caters to photography enthusiasts, and acts as a community where members are free to share and showcase their talent. In addition, a photography guide detailing certain techniques and skills of specific camera models is shared with members on a regular basis.

With Nikon Club, we hope to deliver an experience that’s beyond just owning a Nikon camera.

 ",Recreational and Leisure,"Nature and Wildlife Photo Workshop, Outing Night Photography, Action Photography Workshop, Outing Sports Photography",Depends,Depends,"You have to own a genuine Nikon digital camera (either DSLR, COOLPIX or Nikon 1), NIKKOR lens, or Speedlight. If you have a Nikon product, simply fill in your details and register your product online. An activation email will be sent to you. Registration is free.",$0 ,Nikon Club,23 Church Street,"#13-07 
Capital Square ",Singapore 049481,Not Provided,Central,nikonclubsg@nikon-asia.com,Not Provided
112,The Photographic Society of Singapore,Non-Profit ,http://www.pss1950.org/,"The Photographic Society of Singapore (PSS) is recognised by the International Federation of Photographic Art (FIAP) as the national body for photography in Singapore. PSS provides courses and workshops for aspiring photographers who wish to hone their photography skills. These courses, conducted by professionals, range from basic to advanced photography, travel to wedding photography, and studio portraits to fashion photography.

",Recreational and Leisure," Basic Photography Courses, Stage Photography, 
Advanced Photography Courses",Depends on programmes,Depends on programmes,Depends on Programmes,<$500,The Photographic Society of Singapore,"30 Selegie Road, ",Selegie Arts Centre,Singapore 188351.,"Monday - Friday      :  02:00 pm to 10:00 pm
Saturday & Sunday :  12:00 pm to 08:00 pm",Central,pss1950@singnet.com.sg,6334 3361
113,"Singapore Colour Photographic Society (SCPS),",Non-Profit ,http://www.singaporecolour.org/j3/,"Singapore Colour Photographic Society (SCPS), established in 1967, is a non-profitable organisation run by photo-enthusiasts from all walk of life.  It is one of the four main private photographic societies in Singapore, under the support of the National Arts Council. It is affiliated to The Photographic Society of America, Federation International De L'art Photographique",Recreational and Leisure,"Basic DSLR Handling, Handling
Basic Photo Editing (Using Adobe Photoshop)","Basic DSLR Handling : On 2 Sundays
Basic Photo Editing (Using Adobe Photoshop): On 3 Sundays","Basic DSLR Handling : 7 Hours
Basic Photo Editing (Using Adobe Photoshop): 9 Hours","Basic DSLR Handling : Minimum 5 people to start
Basic Photo Editing (Using Adobe Photoshop): Minimum 2 people to start",<$500,"Singapore Colour Photographic Society (SCPS),","91, Lorong J Telok Kurau",Studio RM108 ,Singapore 425985,Not Provided,South East,Not Provided,Not Provided
114,Sathya Sai Social Service (Tembusu Senior Activity Centre),Non-Profit ,http://www.4s.org.sg/,"To be the first stop centre for community activities, social services and voluntary work, with special concern for the elderly",Volunteering Opportunities,Basic Photo Editing (Using Adobe Photoshop),Monday to Saturday,Depends,NA,$0 ,Tembusu Seniors Activity Centre,Blk 31A Eunos Crescent,#06-01,Singapore 401031,"Mondays to Fridays 
  8:00 am to 7:00 pm
  Saturdays   8:00 am to 1:00 pm
  Closed on Sundays and Public Holidays",South East,tsac@4s.org.sg,6742 1321 
115,Sathya Sai Social Service (Tembusu Home Help Service),Non-Profit ,http://www.4s.org.sg/,"To assist seniors to remain in their own homes for as long as possible, thereby enabling the seniors to 'age-in-place' and to delay institutional care",Volunteering Opportunities,"Provide telephone reassurance service
Befriend clients
Perform simple household chores",Monday to Saturday,Depends,NA,$0 ,Tembusu Home Help Services,11 Bukit Batok West Ave 2,,Singapore 659205,"Mondays to Fridays 
  8:00 am to 7:00 pm
  Saturdays   8:00 am to 1:00 pm
  Closed on Sundays and Public Holidays",South West,thhs@4s.org.sg,6665 0727
116,Sathya Sai Social Service  (Tembusu Health Centre),Non-Profit ,http://www.4s.org.sg/,"Tembusu Health Centre was set up in 1 Sep 2009 to serve needy residents living in Eunos Crescent [following the set up of THC, the Sathya Sai Baba (General and Specialist) Clinic, located at Moulmein Road and managed by 4S since 1996, ceased operations]. Tembusu Health Centre adopted a service model integrating health care and social work service based on the premise that besides medical and health problems, residents may need supportive help to alleviate their social and emotional difficulties",Volunteering Opportunities,Helping to register patients and answering general enquiries,Monday to Saturday,"3 hours (2 sessions)
Morning: 9.00am to 12.00 noon
Afternoon: 2.00pm to 5.00 pm",NA,$0 ,Tembusu Health Centre,3 Eunos Crescent,#01-2587,Singapore 400003,"Mondays to Fridays 
  8:00 am to 7:00 pm
  Saturdays   8:00 am to 1:00 pm
  Closed on Sundays and Public Holidays",South East,exedir@4s.org.sg,6747 3515
117,"ITEC, Toni International College of Aesthetics & Physiology Pte. Ltd",Private,www.toniinternational.com,"ITEC is a leading international specialist examination board, providing quality qualifications in Beauty & Spa Therapy, Hairdressing, Complementary Therapies, Sports & Fitness Training and Customer Service.
Toni International College of Aesthetic & Physiology was founded in Singapore since 1977. For over thirty years in the hairdressing and beauty industry, we have grown to be a highly reputable and leading professional hairdressing & beauty college in the region.

ITEC has been awarding high quality and respected industry qualifications since 1947. It is now one of the world's leading and most successful awarding bodies specialising in Beauty and Complementary Therapy, Sport, Fitness and Hairdressing sectors. In 2011 ITEC awarded over 38,000 Certifications in over 38 countries.

ITEC fosters a close working relationship with our College partners who total over 655 across the world, and has offices in London, South Africa and Asia Pacific and representation in Ireland and the United States of America. ITEC offers Colleges and learners one of the largest Beauty and Hairdressing qualification portfolios including qualifications for employability, specialist subjects and skills enhancement (CPD).

At Toni International, we believe in being dedicated to quality education by continuously adding new dimensions and directions to our comprehensive training programs. Our perseverance with quality education had won us recognition from renowned bodies internationally, namely City & Guilds and ITEC International, UK as an approved training provider & examination centre.",Learning and Enrichment,,Depends on Programmes,Depends on Programmes,Completed ate least PSLE and/or 'O'/ 'N' Levels or Certificate in relevant discipline, <$1000 ,"ITEC, Toni International College of Aesthetics & Physiology Pte. Ltd","65A,66A,66B Queen Street ",Bugis Village,Singapore 188544,Not Provided,Central,enquiry@toniinternational.com,62828505
118,Fei Yue Community Services (Family Central),Non-Profit ,http://www.family-central.sg/contactus.html,"Family Central is formerly known as the Family Life Education Department, a service by Fei Yue Community Services. We believe in building strong families as they are the very foundation of a thriving society. We provide a gamut of family life programmes that reaches out to every single member in the family. Our aim is to support and help families manage challenges and issues where we are able to.

Our programmes address issues in parenting, marriage, growing up and growing old. We regularly conduct workshops, seminars and bonding activities for families. We aim to bring our programmes closer to you. Look out for our Family Central bus around Singapore .",Learning and Enrichment,,6-8 sessions,A typical ILP takes place over a minimum of six to eight sessions that last about 2.5 hours each.,"50 years , must know basic english",$0 ,"Fei Yue Community Services, Family Central",298 Tiong Bahru Road,"#03-02 
Tiong Bahru Central Plaza",Singapore 168730,10am to 6 pm,Central,admin@family-central.sg,6593 6454
119,Fei Yue Community Service (Seniors Activity Centre (Teck Whye)),Non-Profit ,http://www.fycs.org/,"Our Seniors Activity Centres target vulnerable seniors residing in 1-room rental units at Holland (from block 1 Holland Close), 2-room rental units (from blocks 103, 104, 106 and 107 of Commonwealth Crescent), and block 9 at Teck Whye Lane. The programmes and services provided aim to improve their quality of life and to prevent social isolation. ",Volunteering Opportunities,"Organise and manage activities for the elderly.
Help out in cleaning / maintenance and repair.
Befriend the elderly.",Monday to Fridays,Depends,NA,$0 ,Seniors Activity Centre (Teck Whye),Blk 9 Teck Whye Lane,#01-268,Singapore 680009,"Monday to Friday, 9.30am to 6pm,
Tuesday: 9.30am to 8.30pm ",South West,davidkoh@fycs.org ,6893 6606
120,Fei Yue Community Service (Seniors Activity Centre (Holland Close)),Non-Profit ,http://www.fycs.org/,"Our Seniors Activity Centres target vulnerable seniors residing in 1-room rental units at Holland (from block 1 Holland Close), 2-room rental units (from blocks 103, 104, 106 and 107 of Commonwealth Crescent), and block 9 at Teck Whye Lane. The programmes and services provided aim to improve their quality of life and to prevent social isolation. ",Volunteering Opportunities,"Organise and manage activities for the elderly.
Help out in cleaning / maintenance and repair.
Befriend the elderly.",Monday to Fridays,Depends,NA,$0 ,Seniors Activity Centre (Holland Close),Blk 1 Holland Close,#02-115,Singapore 680009,"Monday to Friday, 9.30am to 6pm,
Thursday: 9.30am to 8.30pm ",Central,bryanlim@fycs.org ,6774 4044
