id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
30,Lions Befrienders (Bendemeer)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders (Bendemeer)  ,"Blk 32, Bendemeer Road",#01-799 ,Singapore 330033,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4904
31,Lions Befrienders (Mei Ling)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Recreational and Leisure,"Exercises like chair yoga, Games like bingo and karaoke sessions, language classes, handicraft, cooking or baking class",Daily,Minimum 1hour,"Age 60 and above
Seniors staying in identified HDB rental blocks near the Seniors Activity Centre (SAC)
Seniors within the service boundary (400m radius of the SAC)
Vary in economic and educational profile",$0 ,Lions Befrienders (Mei Ling)  ,"Blk 150, Mei Ling Street",#01-52,Singapore 141150,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4916
32,Lions Befrienders (Mei Ling)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders (Mei Ling)  ,"Blk 150, Mei Ling Street",#01-52,Singapore 141150,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4916
33,Lions Befrienders (Ang Mo Kio 318)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Recreational and Leisure,"Exercises like chair yoga, Games like bingo and karaoke sessions, language classes, handicraft, cooking or baking class",Daily,Minimum 1hour,"Age 60 and above
Seniors staying in identified HDB rental blocks near the Seniors Activity Centre (SAC)
Seniors within the service boundary (400m radius of the SAC)
Vary in economic and educational profile",$0 ,Lions Befrienders (Ang Mo Kio 318)  ,"Blk 318, Ang Mo Kio Ave 1",#01-1453,Singapore 560318,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4900
34,Lions Befrienders (Ang Mo Kio 318)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders (Ang Mo Kio 318)  ,"Blk 318, Ang Mo Kio Ave 1",#01-1453,Singapore 560318,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4900
35,Lions Befrienders (Clementi)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Recreational and Leisure,"Exercises like chair yoga, Games like bingo and karaoke sessions, language classes, handicraft, cooking or baking class",Daily,Minimum 1hour,"Age 60 and above
Seniors staying in identified HDB rental blocks near the Seniors Activity Centre (SAC)
Seniors within the service boundary (400m radius of the SAC)
Vary in economic and educational profile",$0 ,Lions Befrienders (Clementi)  ,Blk 420A Clementi Avenue 1,#02-03,Singapore 121420,Monday to Friday: 9:00AM – 6:00PM,South West,"lbsa@lionsbefrienders.org.sg
",6681 4908
36,Lions Befrienders (Clementi)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders (Clementi)  ,Blk 420A Clementi Avenue 1,#02-03,Singapore 121420,Monday to Friday: 9:00AM – 6:00PM,South West,"lbsa@lionsbefrienders.org.sg
",6681 4908
37,Lions Befrienders (Ghim Moh)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Recreational and Leisure,"Exercises like chair yoga, Games like bingo and karaoke sessions, language classes, handicraft, cooking or baking class",Daily,Minimum 1hour,"Age 60 and above
Seniors staying in identified HDB rental blocks near the Seniors Activity Centre (SAC)
Seniors within the service boundary (400m radius of the SAC)
Vary in economic and educational profile",$0 ,Lions Befrienders (Ghim Moh)  ,"Blk 18, Ghim Moh Road",#01-115,Singapore 270018,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4912
38,Lions Befrienders (Ghim Moh)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders (Ghim Moh)  ,"Blk 18, Ghim Moh Road",#01-115,Singapore 270018,Monday to Friday: 9:00AM – 6:00PM,Central,"lbsa@lionsbefrienders.org.sg
",6681 4912
39,Lions Befrienders (Tampines)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Recreational and Leisure,"Exercises like chair yoga, Games like bingo and karaoke sessions, language classes, handicraft, cooking or baking class",Daily,Minimum 1hour,"Age 60 and above
Seniors staying in identified HDB rental blocks near the Seniors Activity Centre (SAC)
Seniors within the service boundary (400m radius of the SAC)
Vary in economic and educational profile",$0 ,Lions Befrienders (Tampines)  ,"Blk 434, Tampines Street 43",#01-77,Singapore 520434,Monday to Friday: 9:00AM – 6:00PM,South East,"lbsa@lionsbefrienders.org.sg
",6681 4912
40,Lions Befrienders (Tampines)  ,Non-Profit ,http://www.lionsbefrienders.org.sg/,"The Lions Befrienders believes in facilitating the integration of lonely seniors within their neighbourhoods so that they may age in place with grace and dignity. Through the Outreach Programme, we currently manage six Seniors Activity Centres (SACs) that provide a wide array of meaningful activities and courses free-of-charge or at heavily subsidized rates to seniors living within the service boundary of 400m radius of the SACs. The six SACs are located at Ang Mo Kio, Bendemeer, Mei Ling Street, and Ghim Moh, Clementi and Tampines. More SACs are in the pipeline.",Volunteering Opportunities,Befriending of seniors and Home visitation.,Once a week,Weekly,"18 years old and above (those below 18 years old will need to be accompanied by a parent or relative)
Ability to converse in Chinese dialects, Malay or Tamil is an advantage, but not a must 
Keen to interact with Seniors
Keen to interact with Seniors",$0 ,Lions Befrienders (Tampines)  ,"Blk 434, Tampines Street 43",#01-77,Singapore 520434,Monday to Friday: 9:00AM – 6:00PM,South East,"lbsa@lionsbefrienders.org.sg
",6681 4912
41,Lions Home For The Elders (Bedok Home),Non-Profit ,http://www.lionshome.org.sg/,"Lions Home for the Elders is a non-profit organisation, with a capacity of 354 beds, providing management of both medical and nursing care for the elderly and young adults, who are both physically and financially disadvantaged. Lions Home is on the leading edge of being one of the best nursing homes with best practice. We offer a spectrum of care services to meet the needs of the residents. We are one of the first few nursing homes to be accredited by the Ministry of Health as an Approved Service Provider. We offer long term care, end of life care and dementia specific management.The programme currently reaches out to about 3,000 seniors assisted by 140 centre volunteers.
This programme was started in 1998, and has since served more than 3,300 seniors to date.",Volunteering Opportunities,Assist in Flag Day event. Facilitate light interactive games with seniors.,"Flag Day : 23 August 2014
Home Visits: Subjected to Home's Schedule",2-4 hours,"Flag Day : Anyone above 15 years old
Home Visits: Organised group visits (Not more than 30 persons)
Please contact at least 3 weeks in advance to allow facilitation. ",$0 ,Lions Home For The Elders,487 Bedok South Avenue 2,,Singapore 469316,Not Provided,South East,lhe.pr@lionshome.org.sg ,6244 0667 
42,Lions Home For The Elders (Toa Payoh Home),Non-Profit ,http://www.lionshome.org.sg/,"Lions Home for the Elders is a non-profit organisation, with a capacity of 354 beds, providing management of both medical and nursing care for the elderly and young adults, who are both physically and financially disadvantaged. Lions Home is on the leading edge of being one of the best nursing homes with best practice. We offer a spectrum of care services to meet the needs of the residents. We are one of the first few nursing homes to be accredited by the Ministry of Health as an Approved Service Provider. We offer long term care, end of life care and dementia specific management.The programme currently reaches out to about 3,000 seniors assisted by 140 centre volunteers.
This programme was started in 1998, and has since served more than 3,300 seniors to date.",Volunteering Opportunities,Assist in Flag Day event. Facilitate light interactive games with seniors.,"Flag Day : 23 August 2014
Home Visits: Subjected to Home's Schedule",2-4 hours,"Flag Day : Anyone above 15 years old
Home Visits: Organised group visits (Not more than 30 persons)
Please contact at least 3 weeks in advance to allow facilitation. ",$0 ,Lions Home For The Elders (Toa Payoh Home),41 Toa Payoh Rise,,Singapore 298101,Not Provided,Central,lhe.pr@lionshome.org.sg,6252 9900
43,Malay Youth Literary Association,Non-Profit ,http://www.4pm.org.sg/,"Being known as 4PM (pronounced Empat PM), which comes from the initials of the organization’s name in Malay, Persatuan Persuratan Pemuda Pemudi Melayu, which has four Ps and one M, 4PM began as a driving force in youth development within the Malay/Muslim community.

Beyond this, the organization is supported by illustrious alumni members who have been nurtured through 4PM’s activities and have developed into prominent national leaders.

This was highlighted by then-Prime Minister and now Senior Minister Goh Chok Tong during 4PM’s 50th Anniversary Dinner in 1998 when he identified 4PM as training ground for Malay leadership
",Volunteering Opportunities,Delivering of food provision to clients' homes.,Once a month,2 hours,NA,$0 ,Malay Youth Literary Association,Blk 606 Bedok Reservoir Road,#01-716,Singapore 470606,Not Provided,South East,"secretariat@4pm.org.sg, noraini@4pm.org.sg.",6242 6288 / 6242 6381 / 6242 6589
44,Methodist Welfare Services,Non-Profit ,http://www.mws.org.sg,"Since 1981, Methodist Welfare Services (MWS) has, in Christian love, provided compassionate help to the poor and needy. Starting with only one home serving the elderly, we expanded our services to support families in distress and subsequently opened centres to nurture disadvantaged children. With God's grace, we will continue to work with our partners in the community so that all may have life to the full.",Volunteering Opportunities,Tranlsation work. Photography services.,Depends on events,Depends on events,NA,$0 ,Methodist Welfare Services,70 Barker Road.,#05-01,Singapore 309936,Not Provided,Central,AnnaHoffmann@mws.org.sg,6478 4713
45,Methodist Welfare Services Wesley Senior Activity Centre,Non-Profit ,http://www.mws.org.sg/Dispatcher?action=Home,"Wesley Seniors Activity Centre (WSAC) is a social outreach project in partnership between Methodist Welfare Services and Wesley Methodist Church.

 WSAC is a drop-in centre for seniors in an identified service cluster consisting of 2-room rental flats located at Block 25 Jalan Berseh; and the immediate neighbourhood comprising Blocks 26 – 30 Kelantan Court.

We serve seniors aged 60 years and above. Our members make up of a good mix of Chinese, Indians and Malays. The average age of the seniors is 70.

WSAC conducts regular outreach to seniors, especially those who are vulnerable and socially isolated to ensure their well-being.

We provide general information to seniors and facilitate referrals to the relevant social service agencies whenever necessary.",Recreational and Leisure,"Morning tea, karaoke and games such as Bingo and Rummikub",Every morning,1hour,Residents staying in Provided blks, <$100 ,Methodist Welfare Services Wesley Senior Activity Centre,Blk 25 Jalan Berseh,#01-142,Singapore 200025,"Monday to Friday: 9.30am – 5.00pm 
Closed on Saturdays, Sundays and Public Holidays.",Central,admin@wsac.mws.org.sg,6298 0194 / 6298 0195.
46,Methodist Welfare Services (Wesley Senior Activity Centre),Non-Profit ,http://www.mws.org.sg/Dispatcher?action=Home,"Wesley Seniors Activity Centre (WSAC) is a social outreach project in partnership between Methodist Welfare Services and Wesley Methodist Church.

 WSAC is a drop-in centre for seniors in an identified service cluster consisting of 2-room rental flats located at Block 25 Jalan Berseh; and the immediate neighbourhood comprising Blocks 26 – 30 Kelantan Court.

We serve seniors aged 60 years and above. Our members make up of a good mix of Chinese, Indians and Malays. The average age of the seniors is 70.

WSAC conducts regular outreach to seniors, especially those who are vulnerable and socially isolated to ensure their well-being.

We provide general information to seniors and facilitate referrals to the relevant social service agencies whenever necessary.",Volunteering Opportunities,Befriending. House cleaning for seniors. Patient escort service.,Depends on programmes,Depends on programmes,NA,$0 ,Methodist Welfare Services Wesley Senior Activity Centre,Blk 25 Jalan Berseh,#01-142,Singapore 200025,"Monday to Friday: 9.30am – 5.00pm 
Closed on Saturdays, Sundays and Public Holidays.",Central,admin@wsac.mws.org.sg,6298 0194 / 6298 0195.
47,Methodist Welfare Services (Agape Methodist Hospice),Non-Profit ,http://www.mws.org.sg/Dispatcher?action=Home,Giving quality medical and emotional support to those who choose to stay at home,Volunteering Opportunities,Befriending (Seniors),Anytime help is needed (within operating hours),NA,NA,$0 ,Methodist Welfare Services Agape Methodist Hospice,"2, Kallang Avenue","#08-14 
CT Hub",Singapore 339407 ,Mon - Fri: 830am to 530pm,Central,admin@amh.mws.org.sg ,6435 0270 
48,Methodist Welfare Services (Bethany Methodist Nursing Home),Non-Profit ,http://www.mws.org.sg/Dispatcher?action=Home,"The Home is an oasis for up to 303 sick, frail and needy residents who are usually aged 60 and above. It provides a wholistic programme, including dental care, speech therapy, recreational and social activities.

All residents receive the same high level of care and attention, regardless of their socio-economic status, gender, race or religion, with or without next of kin, family or friends. They require optimal nursing care from doctors, nurses and other healthcare professionals. Most are highly dependent, requiring assistance for activities of daily living such as feeding, bathing and personal hygiene.

Opened on 22 September 2001, Bethany Methodist Nursing Home is a community outreach project of Methodist Welfare Services.",Volunteering Opportunities,Assist in recreational activities and games.,"All activities can be regular, it depends on volunteers.",1hour,NA,$0 ,Methodist Welfare Services Bethany Methodist Nursing Home,9 Choa Chu Kang Ave 4,,Singapore 689815,"Mondays - Sundays (including public holidays): 9.00am to 1:00pm and 2:00pm to 9.00pm

Administration Office Operating Hours
Mondays to Fridays: 8.30am to 5.30pm   
Saturdays: 8.30am to 12.30pm",South West,admin@bethany.mws.org.sg,6314 1580 
49,Methodist Welfare Services (Daybreak Family Service Centre),Non-Profit , http://www.mws.org.sg/Dispatcher?action=GetCtrInfo&id=C127c0a5df7a864,"Daybreak Family Service Centre (Daybreak FSC) was established in 2000 and is a fully-owned community outreach of Methodist Welfare Services.  Located in Yishun, Daybreak FSC has been serving clients from all walks of life.  It aims to build strong and resilient families in the community through its programmes to enrich marriages, promote parent-child relationships and enhance family life. ",Volunteering Opportunities,Night front desk operator. Tutors.,2 days weekly,Depends on programmes,"At least 18 years old
Current student from University, Polytechnic or Junior College OR
Working adult with at least a Diploma/'A' Level",$0 ,Daybreak Family Service Centre,855 Yishun Ring Rd,#01-3539 ,Singapore 760855,"Monday, Wednesday: 
9.00am to 6.00pm
 
Tuesday, Thursday:
9.00am to 6.00pm
7.00pm to 9.00pm (by appointment only)
     
Friday: 
9.00am to 5.00pm ",North West, admin@daybreak.mws.org.sg,6756 4995 
50,Methodist Welfare Services (Covenant Family Service Centre),Non-Profit ,http://www.mws.org.sg/Dispatcher?action=CtrDirect&mid=m59af37116129b1,"Covenant Family Service Centre was started in August 1987 as a Community Service Project of Paya Lebar Methodist Church to meet the needs of the community. We provide a range of services for families and individuals regardless of their race or religion.

As of April 1996, we are a joint project of the Methodist Welfare Services and Paya Lebar Methodist Church.",Volunteering Opportunities,Organising educational and recreational activities for children.,Ad hoc basis,Depends on events,School projects or only volunteers holding degrees.,$0 ,Covenant Family Service Centre,613 Hougang Ave 8,#01-432,Singapore 530613,"Mondays to Fridays       
9.00AM - 6.00PM

Thursdays
9.00AM - 9.00PM 

Saturdays 
9.00AM - 1.00PM

Closed on Sundays and Public Holidays",North East, admin@covenant.mws.org.sg,6282 8558 
51,Metropolitan YMCA Singapore (Community Outreach @ Sims Centre ),Non-Profit ,http://www.mymca.org.sg,"Metropolitan YMCA Singapore (MYMCA) provides opportunities for personal growth in spirit, mind and body and offers avenues for character development, volunteerism and service. 

 We provide affordable accommodation (Hostel and Apartments with services), child care services , children and adult programmes, giving back to the community through our outreach programmes (volunteering with us today!) and a vibrant array of membership workshops.",Volunteering Opportunities,"Befriending service, elderly visits and children camp",Depends on programmes,2hours ,NA,$0 ,Community Outreach @ Sims Centre ,"10, Lorong 37 Geylang",,Singapore 387907,Mon to Fri: 8.30am to 5.30pm,South East,acts@mymca.org.sg,6747 4914 
52,Metta Welfare Association (Headquaters),Non-Profit ,http://www.metta.org.sg/main/,"The Metta Welfare Association (Metta) was founded in 1992 by Venerable Shi Fa Zhao, Abbot of the Golden Pagoda Buddhist Temple. He is also the President and Abbot of the Buddha Tooth Relic Temple and Museum.

Our Centres
Playing a pivotal role in realising our mission are nine welfare centres and a social enterprise that are located islandwide. Currently serving over 900 beneficiaries from various races and religions, these centres are segregated into the following areas:
Disability Care
Metta Day Activity Centre for the Intellectually Disabled (a day care centre for the intellectually disabled)
Metta Home for the Disabled (a residential home for the disabled)
Metta Home Day Activity Centre (a day care centre for the disabled)
Medical Care
Metta Day Rehabilitation Centre for the Elderly (a day rehabilitation centre for elderly and stroke patients)
Metta Hospice Care (home hospice care for the terminally ill)
Children Care
Metta PreSchool @Simei and Punggol (preschools that offer early intervention programmes to young children aged three to six with special needs)
SE CDC – Metta Student Care Centre
Special Education
Metta School (a special education school for children aged seven to 18 with mild intellectual disability and/or autism spectrum disorders)
Social Enterprise",Volunteering Opportunities,"Assist in fundraising events or administrative duties.
Assist in editorial and photography work.
Assist in handicrafts area.","Depends on the availability of volunteers, Monday to Friday",Depends on programmes,At least 1 year commitment,$0 ,Metta Welfare Association (Headquaters),32 Simei Street 1,,Singapore 529950,Mon to Fri – 8.30am to 5.30pm,South East,"events@metta.org.sg
alumni@metta.org.sg",6580 4688
53,Metta Welfare Association (Metta School),Non-Profit ,http://www.metta.org.sg/main/,"The Metta Welfare Association (Metta) was founded in 1992 by Venerable Shi Fa Zhao, Abbot of the Golden Pagoda Buddhist Temple. He is also the President and Abbot of the Buddha Tooth Relic Temple and Museum.

Our Centres
Playing a pivotal role in realising our mission are nine welfare centres and a social enterprise that are located islandwide. Currently serving over 900 beneficiaries from various races and religions, these centres are segregated into the following areas:
Disability Care
Metta Day Activity Centre for the Intellectually Disabled (a day care centre for the intellectually disabled)
Metta Home for the Disabled (a residential home for the disabled)
Metta Home Day Activity Centre (a day care centre for the disabled)
Medical Care
Metta Day Rehabilitation Centre for the Elderly (a day rehabilitation centre for elderly and stroke patients)
Metta Hospice Care (home hospice care for the terminally ill)
Children Care
Metta PreSchool @Simei and Punggol (preschools that offer early intervention programmes to young children aged three to six with special needs)
SE CDC – Metta Student Care Centre
Special Education
Metta School (a special education school for children aged seven to 18 with mild intellectual disability and/or autism spectrum disorders)
Social Enterprise",Volunteering Opportunities,Befriending and reading to autism children.,"Depends on the availability of volunteers, Monday to Friday",Depends on programmes,At least 1 year commitment,$0 ,Metta Welfare Association (Metta School),30 Simei Street 1,,Singapore 529949,Mon to Fri – 8.30am to 5.00pm,South East,enquiry@mettaschool.edu.sg, 6788 5800
54,Metta Welfare Association (Metta PreSchool @Simei),Non-Profit ,http://www.metta.org.sg/main/,"The Metta Welfare Association (Metta) was founded in 1992 by Venerable Shi Fa Zhao, Abbot of the Golden Pagoda Buddhist Temple. He is also the President and Abbot of the Buddha Tooth Relic Temple and Museum.

Our Centres
Playing a pivotal role in realising our mission are nine welfare centres and a social enterprise that are located islandwide. Currently serving over 900 beneficiaries from various races and religions, these centres are segregated into the following areas:
Disability Care
Metta Day Activity Centre for the Intellectually Disabled (a day care centre for the intellectually disabled)
Metta Home for the Disabled (a residential home for the disabled)
Metta Home Day Activity Centre (a day care centre for the disabled)
Medical Care
Metta Day Rehabilitation Centre for the Elderly (a day rehabilitation centre for elderly and stroke patients)
Metta Hospice Care (home hospice care for the terminally ill)
Children Care
Metta PreSchool @Simei and Punggol (preschools that offer early intervention programmes to young children aged three to six with special needs)
SE CDC – Metta Student Care Centre
Special Education
Metta School (a special education school for children aged seven to 18 with mild intellectual disability and/or autism spectrum disorders)
Social Enterprise",Volunteering Opportunities,Organise group activities. Organise arts or music lessons. Befriending.,"Depends on the availability of volunteers, Monday to Friday",Depends on programmes,At least 1 year commitment,$0 ,Metta Welfare Association (Metta PreSchool @Simei),32 Simei Street 1,Metta Building (Level 2),Singapore 529950,Mon to Fri – 8.30am to 5.00pm,South East,preschool@metta.org.sg,6580 4653
55,Metta Welfare Association (Metta PreSchool @Punggol),Non-Profit ,http://www.metta.org.sg/main/,"The Metta Welfare Association (Metta) was founded in 1992 by Venerable Shi Fa Zhao, Abbot of the Golden Pagoda Buddhist Temple. He is also the President and Abbot of the Buddha Tooth Relic Temple and Museum.

Our Centres
Playing a pivotal role in realising our mission are nine welfare centres and a social enterprise that are located islandwide. Currently serving over 900 beneficiaries from various races and religions, these centres are segregated into the following areas:
Disability Care
Metta Day Activity Centre for the Intellectually Disabled (a day care centre for the intellectually disabled)
Metta Home for the Disabled (a residential home for the disabled)
Metta Home Day Activity Centre (a day care centre for the disabled)
Medical Care
Metta Day Rehabilitation Centre for the Elderly (a day rehabilitation centre for elderly and stroke patients)
Metta Hospice Care (home hospice care for the terminally ill)
Children Care
Metta PreSchool @Simei and Punggol (preschools that offer early intervention programmes to young children aged three to six with special needs)
SE CDC – Metta Student Care Centre
Special Education
Metta School (a special education school for children aged seven to 18 with mild intellectual disability and/or autism spectrum disorders)
Social Enterprise",Volunteering Opportunities,Organise group activities. Organise arts or music lessons. Befriending.,"Depends on the availability of volunteers, Monday to Friday",Depends on programmes,At least 1 year commitment,$0 ,Metta Welfare Association (Metta PreSchool @Punggol),Blk 194 Punggol Road,#01-01,Singapore 529949,Mon to Fri – 8.30am to 5.00pm,North East,preschool@metta.org.sg,6483 9585 
56,Metta Welfare Association (Metta Day Rehabilitation Centre for the Elderly),Non-Profit ,http://www.metta.org.sg/main/,"The Metta Welfare Association (Metta) was founded in 1992 by Venerable Shi Fa Zhao, Abbot of the Golden Pagoda Buddhist Temple. He is also the President and Abbot of the Buddha Tooth Relic Temple and Museum.

Our Centres
Playing a pivotal role in realising our mission are nine welfare centres and a social enterprise that are located islandwide. Currently serving over 900 beneficiaries from various races and religions, these centres are segregated into the following areas:
Disability Care
Metta Day Activity Centre for the Intellectually Disabled (a day care centre for the intellectually disabled)
Metta Home for the Disabled (a residential home for the disabled)
Metta Home Day Activity Centre (a day care centre for the disabled)
Medical Care
Metta Day Rehabilitation Centre for the Elderly (a day rehabilitation centre for elderly and stroke patients)
Metta Hospice Care (home hospice care for the terminally ill)
Children Care
Metta PreSchool @Simei and Punggol (preschools that offer early intervention programmes to young children aged three to six with special needs)
SE CDC – Metta Student Care Centre
Special Education
Metta School (a special education school for children aged seven to 18 with mild intellectual disability and/or autism spectrum disorders)
Social Enterprise",Volunteering Opportunities,Organise social and recreational activities. Provided basic nursing care.,"Depends on the availability of volunteers, Monday to Friday",Depends on programmes,At least 1 year commitment,$0 ,Metta Welfare Association (Metta Day Rehabilitation Centre for the Elderly),Blk 296 Tampines Street 22,#01-526,Singapore 520296,Mon to Fri – 8.30am to 5.00pm,South East,rehab@metta.org.sg,6789 5951 
