id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
393,Top to Toe College of Beauty Therapy and Cosmetology Pte Ltd,Private,http://www.ebeautyasia.com/,"Founded in 1981, early pioneer of beauty education in Singapore. Company registration no: 198104310D.

-Over a period of 30 years, Top To Toe College has successfully conducted the following international examinations:
    -CIDESCO International (Switzerland)
    -CIBTAC (UK)
    -WMAAD
    -ITEC(UK)
    -IFA(UK)

-In terms of local recognition, Top To Toe College is approved for:
    -Institute of Technical Education(ITE) Nitec Courses
    -WSQ(Work Skill Qualifications) courses

-In 1991, the College has also successfully launched a professional makeup institute, PLATO THE REPUBLIC Makeup Academy and in 2003, it launched its nail academy, American International Institute of Nail Art and Technology.

Today, the College is recognised as a top leader in the field of beauty, spa, professional makeup and nail education.
",Learning and Enrichment,"Certified courses on Makeup, Nail Art, Beauty Therapy, Aromatherapy and Massages etc",Depends on courses intakes,"Depends on course, ranges from 12 hours to more","Minimum 16 years old,GCE N level,Proficient in english or chinese,however, exemptions may be made for adult returners with experience of the work place. Have some knowedge relating to courses for Seminars"," >$1,000 ",Top to Toe College of Beauty Therapy and Cosmetology Pte Ltd,14 Scotts Road,#04-12/13/14/92 Far East Plaza,Singapore 228213,Not Provided,Central,ebeautyasia@hotmail.com,62357161/62357216
394,Tourism Management Institute of Singapore,Private,http://tmis.edu.sg/,"Tourism Management Institute of Singapore (TMIS), formerly known as the Centre for Tourism-Related Studies (CTRS) was established in 1987. We are a fully-owned subsidiary of the National Association of Travel Agents Singapore (NATAS). The corporate mission of TMIS is to upgrade the professionalism, service and productivity of the travel and tourism industry. In addition to providing training for our industry members, TMIS is also actively promoting and providing tourism courses and training to the public in Singapore and the region.

Since its inception, we have trained more than 40,000 students for the tourism industry. We offer a wide spectrum of Tourism-related courses, from certificate to diploma level, most which are fully accredited. 

TMIS is proud to be the first National Continuing Education & Training Institute (NCI) conferred by the Singapore Workforce Development Agency (WDA) for Tourism Workforce Skills Qualification (WSQ), offering reality education for the Tour and Travel Services, Attractions and Hotel & Accommodation Services sectors. We are also Singapore Tourism Board (STB) approved training centre for Tourist Guide Course.",Learning and Enrichment,"Certified courses on Tourism, Tourist Guide Programme, Hotel & Accomadation Services, etc","Depends on course intakes, on average monthly","Depends on courses, ranges from 8 hours to more",Depends on courses," >$1,000 ",Tourism Management Institute of Singapore,11 Eunos Road 8,#05-02 Lifelong Learning Institute,Singapore 408601,"9am to 6pm, Mondays - Fridays
(Closed on Saturdays, Sundays and Public Holidays)",Central,info@tmis.edu.sg,6238 8688
395,Training Vision Institute Pte Ltd (HQ),Private,http://www.trainingvision.com.sg/,"Established since 1991, we are one of the leading training providers and human capital consultancy firms in Singapore. We believe passionately in developing human capital – an essential that contributes to the success of an individual, an organization, a nation.
 
Today, we are a leading training institute offering a wide range of programmes. We provide an integrated and holistic approach towards the design and methodology of training and capability development. We also offer consultancy services where customised solutions are created to suit your company's needs.
 
As a WDA accredited CETC (Continuing Education & Training Centre) for Employability Skills (ES) WSQ and EDGE (Executive Development & Growth for Excellence), we have the largest number of participants for Workplace Literacy Programmes. With 5 accessible centres, superior trainers and excellent training methodology, we make the ideal partner for your learning needs. ",Learning and Enrichment,"Certified courses on Information & Communication Technologies, Workplace skills, Interpersonal skills, Personal Management & Development Skills, Service Excellence, Leadership & People Management etc",Depends on course,"Depends on courses, ranges from 8 hours to more",Depends on course requirements, <$500 ,Training Vision Institute Pte Ltd,11 Eunos Road 8,#06 - 04/05 Lifelong Learning Institue,Singapore 408601,Mon - Fri: 9:00 am - 6:00 pm,Central,enquiries@trainingvision.com.sg,6848 5200 / 6467 3341
396,Training Vision Institute Pte Ltd (Hougang),Private,http://www.trainingvision.com.sg/,"Established since 1991, we are one of the leading training providers and human capital consultancy firms in Singapore. We believe passionately in developing human capital – an essential that contributes to the success of an individual, an organization, a nation.
 
Today, we are a leading training institute offering a wide range of programmes. We provide an integrated and holistic approach towards the design and methodology of training and capability development. We also offer consultancy services where customised solutions are created to suit your company's needs.
 
As a WDA accredited CETC (Continuing Education & Training Centre) for Employability Skills (ES) WSQ and EDGE (Executive Development & Growth for Excellence), we have the largest number of participants for Workplace Literacy Programmes. With 5 accessible centres, superior trainers and excellent training methodology, we make the ideal partner for your learning needs. ",Learning and Enrichment,"Certified courses on Information & Communication Technologies, Workplace skills, Interpersonal skills, Personal Management & Development Skills, Service Excellence, Leadership & People Management etc",Depends on course,"Depends on courses, ranges from 8 hours to more",Depends on course requirements, <$500 ,Training Vision Institute Pte Ltd (Hougang),810 Hougang Central,#03-214,Singapore 530810,Mon - Fri: 9:00 am - 6:00 pm,North East,enquiries@trainingvision.com.sg,6488 3235
397,Training Vision Institute Pte Ltd (Jurong),Private,http://www.trainingvision.com.sg/,"Established since 1991, we are one of the leading training providers and human capital consultancy firms in Singapore. We believe passionately in developing human capital – an essential that contributes to the success of an individual, an organization, a nation.
 
Today, we are a leading training institute offering a wide range of programmes. We provide an integrated and holistic approach towards the design and methodology of training and capability development. We also offer consultancy services where customised solutions are created to suit your company's needs.
 
As a WDA accredited CETC (Continuing Education & Training Centre) for Employability Skills (ES) WSQ and EDGE (Executive Development & Growth for Excellence), we have the largest number of participants for Workplace Literacy Programmes. With 5 accessible centres, superior trainers and excellent training methodology, we make the ideal partner for your learning needs. ",Learning and Enrichment,"Certified courses on Information & Communication Technologies, Workplace skills, Interpersonal skills, Personal Management & Development Skills, Service Excellence, Leadership & People Management etc",Depends on course,"Depends on courses, ranges from 8 hours to more",Depends on course requirements, <$500 ,Training Vision Institute Pte Ltd (Jurong),Blk 134 Jurong Gateway Road,#01-311,Singapore 600134,Mon - Fri: 9:00 am - 6:00 pm,West,enquiries@trainingvision.com.sg,6665 4922
398,Training Vision Institute Pte Ltd (Tampines),Private,http://www.trainingvision.com.sg/,"Established since 1991, we are one of the leading training providers and human capital consultancy firms in Singapore. We believe passionately in developing human capital – an essential that contributes to the success of an individual, an organization, a nation.
 
Today, we are a leading training institute offering a wide range of programmes. We provide an integrated and holistic approach towards the design and methodology of training and capability development. We also offer consultancy services where customised solutions are created to suit your company's needs.
 
As a WDA accredited CETC (Continuing Education & Training Centre) for Employability Skills (ES) WSQ and EDGE (Executive Development & Growth for Excellence), we have the largest number of participants for Workplace Literacy Programmes. With 5 accessible centres, superior trainers and excellent training methodology, we make the ideal partner for your learning needs. ",Learning and Enrichment,"Certified courses on Information & Communication Technologies, Workplace skills, Interpersonal skills, Personal Management & Development Skills, Service Excellence, Leadership & People Management etc",Depends on course,"Depends on courses, ranges from 8 hours to more",Depends on course requirements, <$500 ,Training Vision Institute Pte Ltd (Tampines),3 Tampines Central,#04-01 Abacus Plaza,Singapore 529540,Mon - Fri: 9:00 am - 6:00 pm,East,enquiries@trainingvision.com.sg,6587 8910
399,Training Vision Institute Pte Ltd (Woodlands),Private,http://www.trainingvision.com.sg/,"Established since 1991, we are one of the leading training providers and human capital consultancy firms in Singapore. We believe passionately in developing human capital – an essential that contributes to the success of an individual, an organization, a nation.
 
Today, we are a leading training institute offering a wide range of programmes. We provide an integrated and holistic approach towards the design and methodology of training and capability development. We also offer consultancy services where customised solutions are created to suit your company's needs.
 
As a WDA accredited CETC (Continuing Education & Training Centre) for Employability Skills (ES) WSQ and EDGE (Executive Development & Growth for Excellence), we have the largest number of participants for Workplace Literacy Programmes. With 5 accessible centres, superior trainers and excellent training methodology, we make the ideal partner for your learning needs. ",Learning and Enrichment,"Certified courses on Information & Communication Technologies, Workplace skills, Interpersonal skills, Personal Management & Development Skills, Service Excellence, Leadership & People Management etc",Depends on course,"Depends on courses, ranges from 8 hours to more",Depends on course requirements, <$500 ,Training Vision Institute Pte Ltd (Woodlands),900 South Woodlands Drive,#06-05 Woodlands Civic Centre,Singapore 730900,Mon - Fri: 9:00 am - 6:00 pm,North,enquiries@trainingvision.com.sg,6767 1546
400,William Angliss Institute,Private,http://www.angliss.edu.sg/,"Appointed by the Singapore Workforce Development Agency (WDA) in 2011, William Angliss Institute Pte Ltd is an integrated  Continuing Education and Training Centre (CET) for the Tourism industry and an ATO for Food and Beverage  training.
Part of the William Angliss Institute brand established in Melbourne in 1940 the Centre in Singapore joins campuses in Melbourne and Sydney and joint ventures in China, Thailand, Malaysia and Sri Lanka to provide knowledge, skills and attitudes to shape and improve the Tourism, Hospitality and Food industries.
The William Angliss Institute Tourism CET Centre will provide a range of Tourism related WSQ Qualifications. These include Certificates, Advanced Certificates and Diplomas in:
Attractions
Hotel and Accommodation Services
MICE and Events
Tour and Travel Services
Tourism
Spa
In addition to traditional on campus delivery methods to William Angliss Institute CET Centre will work closely with the Tourism Industry to deliver a range of short courses through to full qualifications in industry. The Institute will bring its years of experience of on-the-job training to Singapore to not only develop the skills of those students wishing to enter the industry but to further develop skills of those already working in the Tourism sector.",Learning and Enrichment,"Certified courses on Hospitality, Attractions, Travel & Tourism, Meetings & Events etc",Depends on course intakes,"Depends on courses, ranges from 12 hours to more",Depends on course requirements," >$1,000 ",William Angliss Institute,101 Thomson Road, #06-01/06 United Square, Singapore 307591,Not Provided,Central,info@angliss.edu.sg,"6665 4922 (Individual)

6637 9855 (General Line)"
401,Able Aquatic School,Private,http://swim.com.sg/,"Learning to swim will never be boring but a fun and healthy experience. Here at Able Aquatic School, we have the best swimming instructors in Singapore to conduct swimming lessons for children and adults in a safe and fun environment. ",Recreational and Leisure,Offer Swimming Lessons at various swimming pools,Depends on schedules,"Depends on arrangement, on average 1 hour",Not Provided, <$500 ,Able Aquatic School,34 Tanah Merah Kechil Road,"#03-25, East Meadows Tower 2C",Singapore 465560,Not Provided,South East,admin@swim.com.sg,8233 9288
402,Be My Guest,Private,http://bemyguest.com.sg/,"Guests have access to a wide choice of local travel activities, tours and events, while empowering local hosts the ability to market their travel products without needing a huge marketing budget, in fact, nothing at all. Additionally, hosts have the option of providing authentic, local experiences to their guests, be it personal tours, cooking classes, meals, hikes, yoga and so on - there is no limit to what hosts can offer their guests!

With BeMyGuest, local communities stand to benefit more by providing local services directly to travellers, who have the option of unique stays and authentic local experiences on their next trip.

BeMyGuest - Stay Local. Play Local",Recreational and Leisure,"Providing online tours and activites informations like Travel packages for seniors

Providing information on activities - eg. ""Learn"" category ",Depends,Depends on activities chosen,Computer literate, <$750 ,Be My Guest,452B Geylang Rd ,,Singapore 389411,10am - 7pm,South East,contact@bemyguest.com.sg,6743 9815 (General)
403,Singapore Buddhist Welfare Services,Non-Profit ,http://www.sbws.org.sg/,"Singapore Buddhist Welfare Services (SBWS) was registered with Registry of Societies and The Charities Branch on 27th May 1981 and 8th May 1991 respectively.

SBWS is a full member of the National Council of Social Services (NCSS) and works closely with the Ministry of Social and Family Development (MSF), Ministry of Health (MOH), Ministry of Home Affairs (MHA) and Singapore Corporation of Rehabilitative Enterprises (SCORE).",Recreational and Leisure,"Charity Dinner, outdoor educational trips, choir",Every Sunday,classes choir-Sunday - newcomer 2 and a half hour,Have to register first, Free ,Singapore Buddhist Welfare Services,105 Punggol Road,,Singapore 546636,Not Provided,North East,sbws@sbws.org.sg,6489 8161
404,Singapore Buddhist Welfare Services,Non-Profit,http://www.sbws.org.sg/,"Singapore Buddhist Welfare Services (SBWS) was registered with Registry of Societies and The Charities Branch on 27th May 1981 and 8th May 1991 respectively.

SBWS is a full member of the National Council of Social Services (NCSS) and works closely with the Ministry of Social and Family Development (MSF), Ministry of Health (MOH), Ministry of Home Affairs (MHA) and Singapore Corporation of Rehabilitative Enterprises (SCORE).",Volunteering Opportunities,"To assist in Befriender,housing keeping,Events etc",Volunteers to choose from range of available time slot(Monday to Sunday),Volunteers to choose from range of available time slot(4 to 8 hours),"Any age,Volunteers forms to be filled and sent to them.", NA ,Singapore Buddhist Welfare Services,105 Punggol Road,,Singapore 546636,Monday to Sunday 9am to 5 pm,North East,sbws@sbws.org.sg,6489 8161
405,CTC Travel,Private,http://www.ctc.com.sg/,"At Commonwealth Travel (CTC Travel), we firmly believe in making a difference in our clients' journeys. 

Incorporated on 2 Mar 1990 as a Singapore-based tour operator, CTC Travel has evolved into a leading travel and tour operator today. We have expanded beyond Singapore with a paid up capital of US$7.55 million and have dealings with tour operators all over the world including China, Europe, America, Australia, New Zealand, Middle East, Africa and many more. 

CTC Travel also boast of connections with both local and international cruises which enable us to journey our clients to faraway locations like Alaska & Caribbean. 

Celebrating over 20 years of established travel services, CTC Travel Flagship store has strategically relocated in Chinatown Point #03-03 to #03-06 a one stop hub that provides a wide array of services for your travelling needs, from Group Tours to Free & Easy travelling, dedicated cruise centre, Muslim Tours, Meetings, Incentives, Conferences, Exhibitions (M.I.C.E.), Educational Tours and worldwide ticketing. With the new addition of Downtown line, this provides added convenience to our clients and customers. 

Together with our worldwide network with hotels, tourism offices and embassies, we aim to deliver the best travel deals to our clients. ",Recreational and Leisure,"Travel packages for seniors

(Please enquire at travel agency)",Depends,Depends on itinery,NA," >$1,000 ",CTC Travel,133 New Bridge Rd , #03-03/04/05/06,Singapore 059413,"10am to 8pm (Mon-Sat), 12pm to 6pm (Sun & Public Holidays)",Central,enquiry@ctc.com.sg,65320532
406,"Nobleman Institute of Floral Design Pte, Ltd",Private,http://www.noblemanschool.com/,"Established in 1994, Nobleman School of Floral Design (NSFD) is one of the premier floral design schools in Asia Pacific. With the reputation of their widely acclaimed trainers, NSFD constantly attracts numerous local and overseas students from ASEAN, China, Japan, ANZ and Europe, to attend its specialized floral art courses. Currently overseas students form more than 30% of the yearly enrolment. 

 NSFD courses are broad-based as well as specialized to cater for students with different requirements. The objective of the lessons is to teach in a creative and easy-to-understand manner. In addition, they adopt the latest training curriculum and techniques with the top priority being to ensure the students understand the floral techniques and think creatively. As an internationally recognized floral institution, all NSFD professional certificates are endorsed exclusively by the World Flower Council (WFC), which is a first in the world. NSFD has also been awarded the status of AIFD Approved Education Partners. The first in South East Asia. 

 The school also conducts regular workshops where in-depth topics are discussed. Each year, the school organizes an Annual NSFD Seminar where world-renowned floral artists are invited to be VIP Speakers. This provides an excellent opportunity for the students to upgrade their floral art skill.

 At NSFD, students are always encouraged to participate in international or local floral design competitions to develop their artistic flair in floral design and gain useful exposure. Such relentless effort has produced encouraging results where NSFD students have won top places in many international and regional floral design competitions. 

 Come and experience “inspiration through living art” .  
  
",Recreational and Leisure,"Courses available on Flower Arrangement, Floral Design, Floral Art, Gift-wrapping etc","Anyday except Sunday and Monday; Timings of 11am - 1pm, 2-5pm or 7-9pm","Depends on courses, ranges from 4 hours to more",NA, <$750 ,"Nobleman Institute of Floral Design Pte, Ltd",10 North Bridge  Road, #02-5107,Singapore 190010,"Monday, Wednesday, Friday - 11am to 6pm
Tuesday, Thursday - 11am to 9pm
Saturday - 10am to 12 noon
Close on Sundays and All Public Holidays",Central,info@noblemanschool.com.sg,6296 3977
407,One Heart Beat Percussion,Private,http://www.oneheartbeat.com.sg/,"One HeartBeat Percussion comprises of a team of trained facilitators and passionate performers, who have been actively using rhythm centric activities as tools to create happy occasions and bring people together at various levels. We take special care in customizing our approach to meet each organisation’s unique needs and pride ourselves to be a family of practicing musicians who play, perform, teach, write and administrate.",Recreational and Leisure,Enrichment Workshops on various Percussion genres,"Depends on courses

Please enquire from organisation",Depends on courses,NA," <$1,000 ",One Heart Beat Percussion,Block 1016 Geylang East Avenue 3 ,#04-143,Singapore 389731,Not Provided,Central,experience@oneheartbeat.com.sg,6841 7725
408,Play by Ear Music School,Private,http://www.play-by-ear.net,"Since its 2003 inception in Singapore, Play by Ear has been teaching the art of music improvisation in a fun and rewarding way, catering to both hobbyists and budding musicians. Offering only Pop Piano, Jazz Piano, Pop Guitar & Pop Vocal lessons, Play by Ear is the sole authorized centre in Singapore for P.B.E.S™  (Study of Contemporary Music Improvisation & Aural Techniques), a proven teaching methodology for adults and teens for both leisure and academic purposes. We are also the authorized dealer for music instrument brands including Yamaha, KORG, Fender Japan, Casio, Beyerdynamic and Ovation. Today, Play by Ear's global franchise network reaches out to countries like Canada, Malaysia and Japan.

Play by Ear Music School is the official centre for P.B.E.S™ - Play by Ear Syllabus™ (Study of Contemporary Music Improvisation & Aural Techniques) The teaching methodology was designed to make learning music improvisation accessible to teenagers & adults (both total beginners and musicians with some experience). It paves the way for anyone to attain the musical proficiency for their desired goal – academic study, personal enjoyment or even performing. Courses available for P.B.E.S™ include Pop Piano, Jazz Piano, Pop Guitar, Pop Vocal Improvisation.
 
The P.B.E.S™ is designed for both leisure and academic learning purposes.
All new PBE signed up students will receive the P.B.E.S™ student edition textbook in respective to their current levels for free. Subsequent upgrades in student levels, the new P.B.E.S™ student edition textbook will be provided for free as well.",Recreational and Leisure,"Courses on Pop Piano, Jazz Piano, Pop Guitar (Acoustic & Electric) and Pop Vocals",Depends on courses,"Depends on courses, class sessions ranged from 45 mins; Full course ranges from 2 years to more.",NA," >$1,000 ",Play by Ear Music School,245A (2nd floor) 245B (3rd floor) Victoria Street,Bugis Village,Singapore 188032,"Monday - Friday 1130am - 915pm
Saturday - Sunday 11am - 5pm
 ",Central,info@play-by-ear.net,63387939
409,Play by Ear Music School,Private,http://www.play-by-ear.net,"Contemporary Music Improvisation & Aural Techniques), a proven teaching methodology for adults and teens for both leisure and academic purposes. We are also the authorized dealer for music instrument brands including Yamaha, KORG, Fender Japan, Casio, Beyerdynamic and Ovation. Today, Play by Ear's global franchise network reaches out to countries like Canada, Malaysia and Japan.

Play by Ear Music School is the official centre for P.B.E.S™ - Play by Ear Syllabus™ (Study of Contemporary Music Improvisation & Aural Techniques) The teaching methodology was designed to make learning music improvisation accessible to teenagers & adults (both total beginners and musicians with some experience). It paves the way for anyone to attain the musical proficiency for their desired goal – academic study, personal enjoyment or even performing. Courses available for P.B.E.S™ include Pop Piano, Jazz Piano, Pop Guitar, Pop Vocal Improvisation.
 
The P.B.E.S™ is designed for both leisure and academic learning purposes.
All new PBE signed up students will receive the P.B.E.S™ student edition textbook in respective to their current levels for free. Subsequent upgrades in student levels, the new P.B.E.S™ student edition textbook will be provided for free as well.",Recreational and Leisure,"Courses on Pop Piano, Jazz Piano, Pop Guitar (Acoustic & Electric) and Pop Vocals",Depends on courses,"Depends on courses, class sessions ranged from 45 mins; Full course ranges from 2 years to more.",NA," >$1,000 ",Play by Ear Music School,134 Jurong Gateway Road  ,#04-309P,Singapore 600134,"Monday, Tuesday, Wednesday, Friday 1130am - 915pm
Saturday - Sunday 11am - 5pm
Thursday closed
",Central,Jurong@play-by-ear.net,68961237
410,SAFRA Yishun Country Club,Non-Profit ,http://www.safra.sg/,"It is a club that offers social, recreational, sports and educational facilities for NSmen and their families. Formed in 1972, SAFRA’s goal was to aid the Singapore Armed Forces (SAF) enhance camaraderie and boost morale among National Servicemen.

Since then, we’ve built a network of clubs located at Jurong, Mount Faber, Tampines, Toa Payoh and Yishun. In addition to clubs, we offer a host of activities , value-added services and membership perks that meet the lifestyle needs of our community of more than 220,000 SAFRA members. Join us today!",Recreational and Leisure,Dance classes such as Zumba,Depends,12 lesson $180  1 Hour each class,NA, $$$ ,SAFRA Yishun Country Club,60 Yishun Avenue 4,,Singapore 769027,Not Provided,North West,ysclub@safra.sg,"6852 8200,67583835"
411,SAFRA Jurong Club,Non-Profit ,http://www.safra.sg/,"It is a club that offers social, recreational, sports and educational facilities for NSmen and their families. Formed in 1972, SAFRA’s goal was to aid the Singapore Armed Forces (SAF) enhance camaraderie and boost morale among National Servicemen.

Since then, we’ve built a network of clubs located at Jurong, Mount Faber, Tampines, Toa Payoh and Yishun. In addition to clubs, we offer a host of activities , value-added services and membership perks that meet the lifestyle needs of our community of more than 220,000 SAFRA members. Join us today!",Recreational and Leisure,Photography classes,Depends,Depends,NA, Depends ,SAFRA Jurong Club,333 Boon Lay Way,,Singapore 649848,Not Provided,South West,jrclub@safra.sg,6686 4333 
412,SAFRA Tampines,Non-Profit ,http://www.safra.sg/Enjoy/Overview.aspx?item_id={E9E3CE5C-007C-487A-BBE7-FE7543AA19F0}#.U6vV3ZX2OM8,"It is a club that offers social, recreational, sports and educational facilities for NSmen and their families. Formed in 1972, SAFRA’s goal was to aid the Singapore Armed Forces (SAF) enhance camaraderie and boost morale among National Servicemen.

Since then, we’ve built a network of clubs located at Jurong, Mount Faber, Tampines, Toa Payoh and Yishun. In addition to clubs, we offer a host of activities , value-added services and membership perks that meet the lifestyle needs of our community of more than 220,000 SAFRA members. Join us today!",Recreational and Leisure,Bowling,Depends,up to the person playing,NA, $ ,SAFRA Tampines,1/A Tampines Street 92,,Singapore 528882,Not Provided,South East,tmclub@safra.sg, 6785 8800
413,SAFRA Toa Payoh,Non-Profit ,http://www.safra.sg/Enjoy/Overview.aspx?item_id={66548128-FE39-4C27-88C1-A7F1DF91C4DC}#.U6vWFZX2OM8,"It is a club that offers social, recreational, sports and educational facilities for NSmen and their families. Formed in 1972, SAFRA’s goal was to aid the Singapore Armed Forces (SAF) enhance camaraderie and boost morale among National Servicemen.

Since then, we’ve built a network of clubs located at Jurong, Mount Faber, Tampines, Toa Payoh and Yishun. In addition to clubs, we offer a host of activities , value-added services and membership perks that meet the lifestyle needs of our community of more than 220,000 SAFRA members. Join us today!",Recreational and Leisure,Bowling,Depends,up to the person playing,NA, $ ,SAFRA Toa Payoh,"293 Lorong 6, Toa Payoh",,Singapore 319387,Not Provided,Central,tpclub@safra.sg,6259 4000
414,SAFRA Mount Faber,Non-Profit ,http://www.safra.sg/About-SAFRA/Overview/SAFRA-Mount-Faber#.U8SxxPmSyXw,"It is a club that offers social, recreational, sports and educational facilities for NSmen and their families. Formed in 1972, SAFRA’s goal was to aid the Singapore Armed Forces (SAF) enhance camaraderie and boost morale among National Servicemen.

Since then, we’ve built a network of clubs located at Jurong, Mount Faber, Tampines, Toa Payoh and Yishun. In addition to clubs, we offer a host of activities , value-added services and membership perks that meet the lifestyle needs of our community of more than 220,000 SAFRA members. Join us today!",Recreational and Leisure,Bowling,Depends,up to the person playing,NA, $ ,SAFRA Mount Faber,"2 Telok Blangah Way 
",,Singapore 098803 ,Not Provided,South,mtfaberclub@safra.sg,6278 6011
415,Silver Horizon Travel Co-operative Ltd,Private,www.silverhorizontravel.com,"SH is a co-operative, a social enterprise formed by seniors for fellow seniors. The founding members, from various walks of life, bravely joined in to start this co-operative. It was successfully registered on 28 February 2012. Our social mission is to promote active living and learning through customized travel programs for seniors and to use travel as a platform to build friendship and bonding before, during and after the tour. The activities are intended to make life more active and meaningful for seniors.",Recreational and Leisure,"Travelling packages for seniors

Events under Silver Horizon",Depends,Depends on itinery,NA," <$1,000 ",Silver Horizon Travel Co-operative Ltd,"10, Anson Road",#26-04 International Plaza,Singapore 079903,Not Provided,Central,enquiry@silverhorizontravel.com,82377584
416,Singapore Zoo,Non-Profit ,http://www.zoo.com.sg/visitor-info/singapore-zoo-tickets.html,"Singapore Zoo's world famous ""Open Concept” offers visitors the opportunity to experience and be inspired by the wonders of nature. Home to over 2,500 specimens from 315 species, 29% of which are threatened, the Zoo has attained a strong reputation internationally for its conservation initiatives and breeding programmes. Must see attractions include the world’s first free-ranging orang utan area, Hamadryas baboon exhibit, Australian Outback, Elephants of Asia and the new Rainforest Kidzworld. In 2008, 1.6 million visitors enjoyed the experiential learning experience at the 28-hectare award-winning Zoo.",Recreational and Leisure,Zoo tour,Depends on person visiting,Depends on person visiting,Senior Citizen admission only applicable for Singaporean or Singapore PR aged 60 and above. Senior citizens are required to present proof of identification., <$100 ,Singapore Zoo,"80 Mandai Lake Rd 
",,Singapore 729826 ,"
8.30am to 6.00pm daily",North West,infocounter.zoo@wrs.com.sg,62693411
417,The Necessary Stage,Private,http://www.necessary.org/,"The Necessary Stage is a non-profit theatre company with charity status in Singapore. Formed in 1987 by current Artistic Director Alvin Tan, The Necessary Stage has been identified as one of the Major Arts Companies by the National Arts Council. The company is also the organiser and curator of the annual M1 Singapore Fringe Festival. It is currently located at the Marine Parade Community Building.",Recreational and Leisure,Theatre training programme for individuals aged 55 years old and above. ,Depends on locations,Depends on locations,NA, Depends ,The Necessary Stage,"278 Marine Parade Road
","#B1-02 Marine Parade Community Building,",Singapore 449282,Not Provided,South East,admin@necessary.org,6440 9274
418,WTS Travel and Tours,Private,www.wtstravel.com.sg,"WTS Travel & Tours was incorporated in the year of 1989 with the license from the Singapore Tourism Board (STB) to operate as a Travel Agent, School Tour and Motor Coach Operator and we are also an active member of the National Association of Travel Agents Singapore (NATAS).

We offer premier travel services in:

Planning of corporate incentive tour, seminars, cruises, Inbound and Outbound tours
Malaysia tours packages by our own coaches
Air-Ticketing
Worldwide Hotel reservations
Attractive tour packages around the globe.
We have since accumulated over more than a decade of experience in handling GIT (Group Incentive Tours) and Meetings, Conventions, Conferences, Exhibition Packages and Educational School Tours and Transfers. We have been specializing to customize and design tour packages for Groups, Associations, Corporate, Schools, Residents´ Committees and Community Clubs etc., including many large-scale events such as World Trade Organization Convention and Queen Elizabeth II Cruise Arrival.

We also have a very close business relationship with our business associates in the travel industry worldwide, especially for Malaysia, Indonesia and Thailand, which enable us to get the most competitive rates for the services, thus passing on the cost savings to our clients.

 

Today, we are one of the largest fleet-owner in the Travel & Tours industry in Singapore, with a fleet of more than 60 deluxe tour coaches. In order to provide better comprehensive engineering services for our coaches, we have operated our own modern engineering workshop through our parent company, WOODLANDS TRANSPORT SERVICE. Our clients can always be assured that our coaches are always well maintained to their highest standard and expectation. We have been working with reputable international vehicles´ and parts manufacturers to constantly review and upgrade our fleet to maximize our returns without compromising on safety requirements, environmental issues and customers' satisfaction. Our coaches are also fully insured to cover all passengers in accordance to the public transport & safety regulations.

Besides having fleet of well-maintained deluxe coaches, our coach captains are required to go through various stages of stringent screening and testing. This is to ensure that coach captains have good driving skills and track records, good route knowledge of Singapore, ability to use street directory, able to speak & understand Basic English and a few local languages and display pleasant personality and attitude. With such high standard for our coach captains, many of them have been awarded with NATAS Best Coach Captains Award.

To maintain the personal touch and highest level of service for our customers, our engineering and operations team are working on a 24 hours, 7days a week, on a standby-basis.

We recognized that our workforce is the most important resource in our industry. Their experience is fuelled by their dedication in striving to provide efficient and reliable service to our customers. In their quest of service excellence, members of our current staff strength of 190 are regularly sent for courses to upgrade their skills and knowledge. Hence, we are well trained and committed to our jobs and the company.

With many years of experience and excellent track records in the industry, we are confident to be able to provide the reliable and quality service for all your needs.",Recreational and Leisure,"Travelling packages for seniors

(Please enquire at travel agency)",Depends,Depends,NA," >$1,000 ",WTS Travel and Tours,1 Jalan Anak Bukit,#B1-59 Bukit Timah Plaza,Singapore 588996 ,10am-8pm (Daily),Central,tour.bt@wtstravel.com.sg ,64678558
419,Church of St. Vincent de Paul,Non-Profit ,www.svdp.sg,"To serve the Parish of St Vincent de Paul as neighbourhood leaders in building up a Christian community of faith and love.

To act as channels of communication between their respective groups and the Church.

To inculcate a vibrant spirit of participation in their groups in supporting the various activities of the Church.

To plan and foster the spiritual growth of their groups through various programmes. 

To promote the spirit of unity and mutual understanding among the neighbourhood groups and other church groups when the parish community comes together for major functions, e.g. Triduum feast day celebrations, food and fun fair, etc.",Volunteering Opportunities,"Visit to IMH (Thursday mornings)  Ju Eng Home (Friday mornings), Renci Hospital (Saturday mornings), Monthly rosary at Silra Home (1st Sunday at 1pm), monthly home visitations to our beneficiaries to deliver cash and NTUC vouchers ",depends,depends,NA, NA ,Church of St. Vincent de Paul,301 Yio Chu Kang Road,,Singapore 805910,8.30am – 10.00pm daily,Central,info@svdp.sg,64820959
