id,VendorName,NonProfitPrivate,WebsiteAddress,Description,Category,KeyProgramme,FrequencyProgrammes,DurationProgramme,EligibilityCriteria, Price ,Location,Address,Address2,PostalCode,OperatingHours,District,Email,ContactNo
510,National Parks Board (HortPark & the Southern Ridges),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.

Volunteers are a valued and integral part of any organization. At National Parks Board, we cherish our volunteers and rely on generous dedicated people to help us achieve our mission in making Singapore our garden.
We have a range of volunteer activities that you can get involved in and we will do our best to match your interests and strengths to complement the tasks.

",Volunteering Opportunities,"volunteering opportunities in outreach programmes,volunteer guide,building up the plant information database, photo-taking, repairing and mounting herbarium specimens, volunteer for visitor services,Gardening",NA,NA,NA,$0 , National Parks Board (HortPark & the Southern Ridges) ,33 Hyderabad Road,,Singapore 119578,Daily 6am - 10pm,Central,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
511,National Parks Board (Pasir Ris Park),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.

Volunteers are a valued and integral part of any organization. At National Parks Board, we cherish our volunteers and rely on generous dedicated people to help us achieve our mission in making Singapore our garden.
We have a range of volunteer activities that you can get involved in and we will do our best to match your interests and strengths to complement the tasks.

",Volunteering Opportunities,"volunteering opportunities in volunteer guide, Garderning, Conservation Programmes ",NA,NA,NA,$0 ,National Parks Board (Pasir Ris Park),116 Pasir Ris Road,,Singapore 519116,Not Provided,South East,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
512,National Parks Board (Pulau Ubin),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.

Volunteers are a valued and integral part of any organization. At National Parks Board, we cherish our volunteers and rely on generous dedicated people to help us achieve our mission in making Singapore our garden.
We have a range of volunteer activities that you can get involved in and we will do our best to match your interests and strengths to complement the tasks.

",Volunteering Opportunities,"volunteering opportunities in outreach programmes,volunteer guide,building up the plant information database, photo-taking, repairing and mounting herbarium specimens, volunteer for visitor services,conservative programmes ",NA,NA,NA,$0 ,National Parks Board (Pulau Ubin),Pulau Ubin ,, Singapore 000701,Not Provided,NA,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
513,National Parks Board (Sungei Buloh Wetland Reserve),Non-Profit,www.nparks.gov.sg,"Let's Make Singapore Our Garden. This sums up our vision and mandate. We conserve, create, sustain and enhance the green infrastructure of our Garden City.

Volunteers are a valued and integral part of any organization. At National Parks Board, we cherish our volunteers and rely on generous dedicated people to help us achieve our mission in making Singapore our garden.
We have a range of volunteer activities that you can get involved in and we will do our best to match your interests and strengths to complement the tasks.

",Volunteering Opportunities,"volunteering opportunities in outreach programmes,volunteer guide,building up the plant information database, photo-taking, repairing and mounting herbarium specimens, volunteer for visitor services,conservative programmes ",NA,NA,NA,$0 ,National Parks Board (Sungei Buloh Wetland Reserve),301 Neo Tiew Crescent,, Singapore 718925,Not Provided,South West,nparks_mailbox@nparks.gov.sg, 1800-471 7300 
514,The Tanglin Club,Private Sector,www.tanglinclub.org.sg,"In October 1865, ""forty good men and true"" convened a meeting for the purpose of forming a suburban social club to meet the wants of the British living in the settlement, and founded The Tanglin Club. A property in the District of Claymore was purchased in 1866 and this is the current site of The Tanglin Club today.",Recreational and Leisure,Programmes and Sports facilities available e.g. Art of Sushi Rolls For Adults),"Depends on programmes
(Please enquire)","Depends on programmes, may range from 2 hours",NA,<$100,The Tanglin Club,5 Stevens Road,,Singapore 257814,Not Provided,Central,nantha.kumar@tanglin-club.org.sg (Front office / reception),6622 0555
515,National Arts Council (Silver Arts),Non-Profit,www.nac.gov.sg,"The National Arts Council works with community partners to integrate the arts into the lifestyle of seniors. From performances to workshops, our Silver Arts programme helps seniors explore and unlock their creative side, or pick up a new skill. Seniors are also empowered to share, lead and inspire each other, providing opportunities for different aspirations and abilities. Another focus area is the development of collaborative work between seniors and artists that resonates with seniors, so that the arts is not only fun, but meaningful to them as well.

",Learning and Enrichment,"Silver Arts Platform:
From performances to workshops at various places (Please enquire)",Depends on programmes,Depends on programmes,NA,$0 ,National Arts Council,90 Goodman Road ,"Blk A #01-01
Goodman Arts Centre",Singapore 439053,Not Provided,South East,saiful_amri@nac.gov.sg (For General Enquiries) / dawn_tan@nac.gov.sg (For General Enquiries),6346 9400
516,SE association,Non-Profit,www.SEassociation.sg,"The Social Enterprise Association (or 'SE Association' for short), is an umbrella organisation tasked with the role of promoting social entrepreneurship and social enterprise in Singapore, so as to bring about positive social impact and an inclusive community among Singaporeans. It will focus on supporting peer-learning within the social enterprise community, providing capacity-building programmes and business services, and fostering synergistic partnerships among key stakeholders, namely government, businesses and people sector to build up individual enterprises and the sector at large.  A good part of this work is conducted by the Social Enterprise Development Centre (SEDC) set up by the SE Association.",Learning and Enrichment,Workshops and Talks relating to Social Enterprise (Please enquire),Ad hoc,1 day,NA,"<$1,000",SE association,9 Raffles Place,"#B1-05A 
Republic Plaza",Singapore 048619,Not Provided,Central,info@Seassociation.sg,6535 1883
517,SouthWest CDC,Non-Profit,www.southwestcdc.org.sg,"Formed on 24 November 2001, the South West Community Development Council (CDC) functions as the local administration of the South West district. The three strategic thrusts of the South West CDC are Assisting the Needy, Bonding the People and Connecting the Community. 
",Learning and Enrichment,"Upskill the Unskilled, Elderly at IT",Depends,"5 days, (Upskill the Unskilled) ","1. Employed / Unemployed Singapore Citizen
2. Residing in South West District
3. Earning Basic Monthly Wage of $2,500 & below
4. ‘O’ Level & Below**
5. Willingness to work with CDC’s career consultants to complete suitable training roadmap. 
",$0 ,South West Community Development Council (Service Centre) ,8 Jurong Town Hall Road ,"#26-06
The JTC Summit",Singapore 609434 ,"Monday to Friday: 830am to 530pm
Saturday: 830am to 1230pm
Sunday and Public Holidays: Closed",South West,southwest_cdc@pa.gov.sg,6316 1616
518,SouthEast CDC,Non-Profit,www.southeastcdc.org.sg,"The South East Community Development Council (CDC) was set up on 24 November 2001. Spanning the scenic eastern coast of Singapore, the South East District comprises the Marine Parade Group Representative Constituency (GRC), East Coast GRC, Joo Chiat Single Member Constituency (SMC), Mountbatten SMC and Potong Pasir SMC; it is home to more than 500,000 residents. The District includes some of the island's most vibrant, historical and beautiful neighbourhoods, such as Geylang Serai, Joo Chiat, Bedok and Marine Parade.",Recreational and Leisure,"Golden Oldies Exercise programme, National Health Qi Gong, Team South East BriskWalk",Golden Oldies Exercise programme: Twice a week,Depends,NA,$0 ,South East Community Development Council,10 Eunos Road 8,#02-01,Singapore 408600,"Monday to Friday: 830am to 5pm
Saturday: 830am to 1pm
Sunday and Public Holidays: Closed",South East,allan_koh@pa.gov.sg,6243 8753
519,Singapore Bowling Federation,Non-profit,www.singaporebowling.org.sg,"SingaporeBowling (SBF), formerly known as Singapore Tenpin Bowling Congress, was constituted in 1963 at a time when the sport of Tenpin Bowling was strictly for the recreational past time of a privileged few.

SingaporeBowling is the National governing body of the Sport of Tenpin Bowling in Singapore and recognised as such by the Singapore National Olympic Council and the Government, the latter through its Ministry of Sports and the Singapore Sports Council. It is also recognised as such by the Asian Bowling Federation (ABF), the World Tenpin Bowling Association (WTBA) and the Fédération International des Quilleurs (FIQ).
",Learning and Enrichment,"2014 storm seminar, SBF level 1 coaching course",Depends,2 days ,18 y/o and abv. (10% discount for all SBF ROAC/ROC Registered Coaches) [ Storm Seminar ] ,<$250,Singapore Bowling Federation,No. 100 Tyrwhitt Road,"#02-05 
Jalan Besar Swimming Complex",Singapore 207542,Not Provided,Central,general@singaporebowling.org.sg,6440 7388
520,Singapore Human Resources Institute,Non-profit,www.shri.org.sg,"The Singapore Human Resources Institute (SHRI) is the only not-for-profit professional HR body in Singapore, representing over 3,000 human resource professionals. Founded in 1965, SHRI is committed to promulgating and maintaining high standards of professionalism in human resource management and development. 

In May 2006, SHRI hosted the 11th World HR Congress and Business-Connect Exposition, which was the biggest international HR event ever to be held in the Asia Pacific and Singapore.  
",Learning and Enrichment,"Certified courses on Human Resources, Psychology & Counselling",Depends on course schedules,"Depends on courses, ranges from 168 hours to more",Depends on course requirements," >$1,000 ",Singapore Human Resources Institute,2 Serangoon Road,"The Verge, Level 6",Singapore 218227,"Monday to Friday: 8.30am to 7.30pm
Saturday: 9.00am to 2.30pm
Sunday and Public Holiday: Closed",Central,enquiries@shri.org.sg,6438 0012
521,United nations association of singapore,Non-profit,www.unas.org.sg,"UNAS was established as a voluntary organization on 29th December 1969, four years after Singapore became an independent state and had joined the United Nations on 21st September 1965.

UNAS is registered as a non-government and non-profit organization. Within the United Nations system, UNAS together with other UN Associations affiliated to the World Federation of UN Associations (WFUNA) represents a People’s Movement in support of the United Nations. In this it is granted consultative status by the UN’s Economic and Social Council. NGOs granted consultative status with the United Nations in effect constitute the ‘Third United Nations.” The first being the permanent missions representing their respective governments at the United Nations and the second made up of the six main organs of the United Nations system namely, the General Assembly, the  Security Council, the Economic and Social Council, the International Court of Justice, the UN Secretariat and the Trusteeship Council.
",Volunteering Opportunities,"Volunteering activities, humanitarian efforts,social, fund raising",Depends,Not Provided,NA,$0 ,United nations association of singapore,50 Nanyang Avenue ,Block S4 #B3a-37,Singapore 639798,Not Provided,South West, info@unas.org.sg,6792 0026 
522,Violet Oon Consultants,Private Sector,www.violetoon.com,"Violet Oon Consultants is a dedicated one-stop service provider for the food and beverage industry in Singapore. Oon herself is one of the country’s top food personalities, chefs and food consultants and provides professional and committed services to clients. However, the programmes are located at different venues.",Recreational and Leisure,Programmes on cooking (Please enquire),Depends,"Depends on programmes, may range from 7 hours",NA,"<$1,000",Violet Oon Consultants,"Novena Post Office 
",PO Box 198,Singapore 913019,Not Provided,Central,violet@violetoon.com,6255 1037
523,Calvary Community Care,Non Profit,http://www.calvary.sg/,"Registered in March 2010, Calvary Community Care (C3) is a not-for-profit voluntary welfare organization that seeks to serve the needy in the community regardless of race, age, gender or religion.  C3 seeks to be a respected charity serving the needy out of love for them relating to them holistically as individuals.",Volunteering Opportunities,"Meals on wheels delivers warm meals, transport service provides door to door assistance to the frail elderly for their medical appointments, provides, non-emergency medical care to the frail elderly in their homes",Depends,2.5 hrs (Meals on wheels),NA,$0 ,Calvary Community Care,48 Wan Tho Avenue,,Singapore 347592,Not Provided,South East,care@calvary.org.sg,6289 3900
524,St Lukes Eldercare (Bukit timah Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Bukit timah Centre),Blk 310 Clementi Avenue 4,#01-263,Singapore 120310,Not Provided,South West, bukittimah@slec.org.sg,6873 1772
525,St Lukes Eldercare (Bukit timah Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Bukit timah Centre),Blk 310 Clementi Avenue 4,#01-263,Singapore 120310,Not Provided,South West, bukittimah@slec.org.sg,6873 1772
526,St Lukes Eldercare (Clementi Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Clementi Centre),Blk 602 Clementi West Street 1,#01-25,Singapore 120602,Not Provided,South West, clementi@slec.org.sg, 6872 2210
527,St Lukes Eldercare (Clementi Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Clementi Centre),Blk 602 Clementi West Street 1,#01-25,Singapore 120602,Not Provided,South West, clementi@slec.org.sg, 6872 2210
528,St Lukes Eldercare (Seragoon Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Seragoon Centre),Blk 217 Serangoon Avenue 4,#01-156,Singapore 550217,Not Provided,North East," serangoon@slec.org.sg
", 6285 6004
529,St Lukes Eldercare (Seragoon Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Seragoon Centre),Blk 217 Serangoon Avenue 4,#01-156,Singapore 550217,Not Provided,North East," serangoon@slec.org.sg
", 6285 6004
530,St Lukes Eldercare (Tampiness Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Tampiness Centre),Blk 101 Tampines Street 11,#01-13,Singapore 521101,Not Provided,South East, tampines@slec.org.sg, 6786 7688
531,St Lukes Eldercare (Tampiness Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Tampiness Centre),Blk 101 Tampines Street 11,#01-13,Singapore 521101,Not Provided,South East, tampines@slec.org.sg, 6786 7688
532,St Lukes Eldercare (Whampo Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Whampo Centre),Blk 97 Whampoa Drive,#01-222,Singapore 320097,Not Provided,Central, whampoa@slec.org.sg,6252 9661
533,St Lukes Eldercare (Whampo Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Whampo Centre),Blk 97 Whampoa Drive,#01-222,Singapore 320097,Not Provided,Central, whampoa@slec.org.sg,6252 9661
534,St Lukes Eldercare (Telok Balangah Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Telok Balangah Centre),Blk 33 Telok Blangah Way,", #01-1038",Singapore 090033,Not Provided,Central,telokblangah@slec.org.sg,6273 3466
535,St Lukes Eldercare (Telok Balangah Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Telok Balangah Centre),Blk 33 Telok Blangah Way,", #01-1038",Singapore 090033,Not Provided,Central,telokblangah@slec.org.sg,6273 3466
536,St Lukes Eldercare (Changkat Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Recreational and Leisure,Welness Programme,Depends on the individual,Depends on the indivual,"Admission is open to Singapore, Permanent Residents (PR) and Foreigners aged 50 years and above, regardless of race and religion.All members undergo a compulsory first assessment and registration with a physiotherapy staff.", <$100 ,St Lukes Eldercare (Changkat Centre),Blk 350 Tampines Street 33,#01-438,Singapore 520350,Not Provided,South East,changkat@slec.org.sg,67899956
537,St Lukes Eldercare (Changkat Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Changkat Centre),Blk 350 Tampines Street 33,#01-438,Singapore 520350,Not Provided,South East,changkat@slec.org.sg,67899956
538,St Lukes Eldercare (Headquarters-Bukit Batok),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Headquarters-Bukit Batok),"2, Bukit Batok Street 11",,Singapore 659674,Not Provided,South West, hq@slec.org.sg,6567 0708
539,St Lukes Eldercare (Golden Years Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Golden Years Centre),Blk 831 Hougang Central,#01-502,Singapore 530831,Not Provided,North East,goldenyears@slec.org.sg,6386 2273
540,St Lukes Eldercare (Hougang Centre),Non-profit,http://slec.org.sg/,"With an increasingly aging population, there is a growing need in Singapore for quality programmes to help seniors live an active and engaged life. Hence, St Luke’s ElderCare Ltd was formed to provide a suite of day programmes for the seniors. St Luke’s ElderCare Ltd provides its services via its network of 11 centres.",Volunteering Opportunities," Be a helper at our outings
• Share your professional expertise at our talks
• Be a volunteer programme assistant at any of our Centres",Depends on the individual,Depends on the indivual,NA,$0 ,St Lukes Eldercare (Hougang Centre),Blk 126 Hougang Avenue 1,#01-1506,Singapore 530126,Not Provided,North East,hougang@slec.org.sg,6382 2366
